"id","response_id","eucldist_object_response","cosdist_object_response","eucldist_chair_response","cosdist_chair_response","object","response","originality_rater01","utility_rater01","surprise_rater01","originality_rater02","utility_rater02","surprise_rater02"
38,2022040038,8.365611,0.847085744142532,8.658492,0.854830041527748,"book","doorstop",NA,NA,NA,NA,NA,NA
39,2022040039,8.987339,0.939968153834343,8.695191,0.830963924527168,"book","paperweight",NA,NA,NA,NA,NA,NA
40,2022040040,6.4858894,0.700675398111343,5.6796308,0.436382830142975,"book","prop up a wobbly table leg",NA,NA,NA,NA,NA,NA
41,2022040041,6.1466517,0.615031778812408,6.259826,0.567357063293457,"book","make a small shelf or ledge",NA,NA,NA,NA,NA,NA
42,2022040042,6.403056,0.654207289218903,6.2202425,0.545932322740555,"book","hold open a window or door",NA,NA,NA,NA,NA,NA
43,2022040043,8.365611,0.847085744142532,8.658492,0.854830041527748,"book","doorstop",NA,NA,NA,NA,NA,NA
44,2022040044,6.136637,0.60074371099472,5.955741,0.493256628513336,"book","level a table or shelf",NA,NA,NA,NA,NA,NA
45,2022040045,8.987339,0.939968153834343,8.695191,0.830963924527168,"book","paperweight",NA,NA,NA,NA,NA,NA
46,2022040046,6.2771516,0.646798133850098,4.934053,0.287186324596405,"book","make a impromptu stool or chair",NA,NA,NA,NA,NA,NA
47,2022040047,6.13525,0.623246163129807,6.5074472,0.637169867753983,"book","used in place of a cutting board when slicing vegetables or meat",NA,NA,NA,NA,NA,NA
48,2022040048,8.365611,0.847085744142532,8.658492,0.854830041527748,"book","doorstop",NA,NA,NA,NA,NA,NA
49,2022040049,6.183057,0.608821928501129,6.07203,0.516999036073685,"book","keep a table level",NA,NA,NA,NA,NA,NA
50,2022040050,6.271651,0.643702447414398,6.5922794,0.646063685417175,"book","make a paperweight",NA,NA,NA,NA,NA,NA
51,2022040051,6.6349006,0.710690468549728,6.5918913,0.629114717245102,"book","coaster for hot drinks",NA,NA,NA,NA,NA,NA
52,2022040052,6.403056,0.654207289218903,6.2202425,0.545932322740555,"book","hold open a window or door",NA,NA,NA,NA,NA,NA
53,2022040053,6.5230865,0.638716816902161,7.2209396,0.727992177009583,"book","can be",NA,NA,NA,NA,NA,NA
54,2022040054,8.365611,0.847085744142532,8.658492,0.854830041527748,"book","doorstop",NA,NA,NA,NA,NA,NA
55,2022040055,6.2200613,0.623315185308456,6.6853485,0.661415874958038,"book","start a fire in an emergency situation",NA,NA,NA,NA,NA,NA
56,2022040056,6.369084,0.664097130298615,6.511275,0.623301953077316,"book","coaster for your beverage",NA,NA,NA,NA,NA,NA
57,2022040057,6.4520235,0.666389048099518,6.292433,0.561929732561111,"book","level a table or surface",NA,NA,NA,NA,NA,NA
58,2022040058,6.0278077,0.603750020265579,6.085353,0.533386498689651,"book","used as decoration on a shelf or mantelpiece",NA,NA,NA,NA,NA,NA
59,2022040059,8.365611,0.847085744142532,8.658492,0.854830041527748,"book","doorstop",NA,NA,NA,NA,NA,NA
60,2022040060,6.382291,0.63919198513031,6.8712573,0.683054953813553,"book","start a fire",NA,NA,NA,NA,NA,NA
61,2022040061,6.24457,0.632689118385315,5.8265743,0.467364430427551,"book","prop up a table",NA,NA,NA,NA,NA,NA
62,2022040062,8.987339,0.939968153834343,8.695191,0.830963924527168,"book","paperweight",NA,NA,NA,NA,NA,NA
63,2022040063,6.4639,0.661803752183914,6.342192,0.568474382162094,"book","hold open a window",NA,NA,NA,NA,NA,NA
64,2022040064,5.5902224,0.46873414516449,6.588283,0.614867359399796,"book","make a paper",NA,NA,NA,NA,NA,NA
65,2022040065,8.365611,0.847085744142532,8.658492,0.854830041527748,"book","doorstop",NA,NA,NA,NA,NA,NA
66,2022040066,6.136637,0.60074371099472,5.955741,0.493256628513336,"book","level a table or shelf",NA,NA,NA,NA,NA,NA
67,2022040067,8.987339,0.939968153834343,8.695191,0.830963924527168,"book","paperweight",NA,NA,NA,NA,NA,NA
68,2022040068,5.785234,0.526747703552246,6.7808433,0.691641360521317,"book","make a collage or scrapbook",NA,NA,NA,NA,NA,NA
69,2022040069,6.1503496,0.625393390655518,6.572679,0.652502983808517,"book","used as kindling for a fire",NA,NA,NA,NA,NA,NA
70,2022040070,6.7813983,0.661421716213226,7.54756,0.764100670814514,"book","can",NA,NA,NA,NA,NA,NA
71,2022040071,8.365611,0.847085744142532,8.658492,0.854830041527748,"book","doorstop",NA,NA,NA,NA,NA,NA
72,2022040072,6.3177576,0.645355045795441,6.311865,0.57258403301239,"book","level a table or other surface",NA,NA,NA,NA,NA,NA
73,2022040073,6.3525615,0.673345029354095,4.924946,0.280621290206909,"book","prop up a wobbly chair or couch",NA,NA,NA,NA,NA,NA
74,2022040074,8.987339,0.939968153834343,8.695191,0.830963924527168,"book","paperweight",NA,NA,NA,NA,NA,NA
75,2022040075,6.1844125,0.621660321950912,6.36333,0.590167790651321,"book","door stop in an open doorway to help",NA,NA,NA,NA,NA,NA
76,2022040076,8.365611,0.847085744142532,8.658492,0.854830041527748,"book","doorstop",NA,NA,NA,NA,NA,NA
77,2022040077,6.136637,0.60074371099472,5.955741,0.493256628513336,"book","level a table or shelf",NA,NA,NA,NA,NA,NA
78,2022040078,8.987339,0.939968153834343,8.695191,0.830963924527168,"book","paperweight",NA,NA,NA,NA,NA,NA
79,2022040079,6.0087533,0.586554348468781,6.5165024,0.63490355014801,"book","keep papers from blowing away in the wind",NA,NA,NA,NA,NA,NA
80,2022040080,6.2737226,0.634781718254089,6.0258994,0.508993268013,"book","make a small step stool",NA,NA,NA,NA,NA,NA
81,2022040081,0,0,8.428878,0.793410256505013,"book","book",NA,NA,NA,NA,NA,NA
82,2022040082,8.365611,0.847085744142532,8.658492,0.854830041527748,"book","doorstop",NA,NA,NA,NA,NA,NA
83,2022040083,6.3651466,0.675155222415924,5.738524,0.449152231216431,"book","prop up a wobbly table",NA,NA,NA,NA,NA,NA
84,2022040084,5.6250834,0.485195577144623,6.365465,0.581106811761856,"book","make a paper airplane",NA,NA,NA,NA,NA,NA
85,2022040085,6.1503496,0.625393390655518,6.572679,0.652502983808517,"book","used as kindling for a fire",NA,NA,NA,NA,NA,NA
86,2022040086,7.816819,0.887701958417892,7.8775954,0.835960164666176,"book","absorb spilled liquid",NA,NA,NA,NA,NA,NA
87,2022040087,4.61844,0.296288192272186,7.142381,0.717852622270584,"book","collection of books",NA,NA,NA,NA,NA,NA
88,2022040088,7.1566772,0.734890192747116,6.8453045,0.617443174123764,"book","door stop",NA,NA,NA,NA,NA,NA
89,2022040089,6.4294972,0.644518285989761,6.0567083,0.504396170377731,"book","level a table",NA,NA,NA,NA,NA,NA
90,2022040090,6.4441624,0.691661536693573,4.979725,0.294432163238525,"book","prop up a wobbly chair",NA,NA,NA,NA,NA,NA
91,2022040091,8.987339,0.939968153834343,8.695191,0.830963924527168,"book","paperweight",NA,NA,NA,NA,NA,NA
92,2022040092,6.240978,0.629056245088577,5.7818127,0.457399785518646,"book","make a small stool or side table",NA,NA,NA,NA,NA,NA
93,2022040093,6.1221085,0.607652485370636,6.608695,0.650813072919846,"book","cut in half and the",NA,NA,NA,NA,NA,NA
94,2022040094,8.365611,0.847085744142532,8.658492,0.854830041527748,"book","doorstop",NA,NA,NA,NA,NA,NA
95,2022040095,6.291964,0.630795955657959,4.9046626,0.291682600975037,"book","level a table or chair",NA,NA,NA,NA,NA,NA
96,2022040096,8.987339,0.939968153834343,8.695191,0.830963924527168,"book","paperweight",NA,NA,NA,NA,NA,NA
97,2022040097,6.55575,0.695979028940201,6.4313164,0.595465421676636,"book","prop open a window",NA,NA,NA,NA,NA,NA
98,2022040098,6.37816,0.673671752214432,6.4108553,0.603929579257965,"book","coaster for a hot beverage",NA,NA,NA,NA,NA,NA
99,2022040099,6.9448614,0.687739044427872,7.6076136,0.769105598330498,"book","used",NA,NA,NA,NA,NA,NA
100,2022040100,8.365611,0.847085744142532,8.658492,0.854830041527748,"book","doorstop",NA,NA,NA,NA,NA,NA
101,2022040101,6.291964,0.630795955657959,4.9046626,0.291682600975037,"book","level a table or chair",NA,NA,NA,NA,NA,NA
102,2022040102,8.987339,0.939968153834343,8.695191,0.830963924527168,"book","paperweight",NA,NA,NA,NA,NA,NA
103,2022040103,5.9981785,0.592731535434723,5.7124505,0.441420197486877,"book","prop up a wobbly leg on a piece of furniture",NA,NA,NA,NA,NA,NA
104,2022040104,6.2275376,0.632102489471436,6.6725235,0.665309876203537,"book","used as fuel for a fire",NA,NA,NA,NA,NA,NA
105,2022040105,7.1566772,0.734890192747116,6.8453045,0.617443174123764,"book","door stop",NA,NA,NA,NA,NA,NA
106,2022040106,6.136637,0.60074371099472,5.955741,0.493256628513336,"book","level a table or shelf",NA,NA,NA,NA,NA,NA
107,2022040107,6.3670263,0.674010515213013,5.021946,0.301214575767517,"book","prop up a wobbly chair or table leg",NA,NA,NA,NA,NA,NA
108,2022040108,8.987339,0.939968153834343,8.695191,0.830963924527168,"book","paperweight",NA,NA,NA,NA,NA,NA
109,2022040109,6.5729837,0.709748893976212,7.1678224,0.782391473650932,"book","smash spiders or other bugs",NA,NA,NA,NA,NA,NA
110,2022040110,8.365611,0.847085744142532,8.658492,0.854830041527748,"book","doorstop",NA,NA,NA,NA,NA,NA
111,2022040111,6.291964,0.630795955657959,4.9046626,0.291682600975037,"book","level a table or chair",NA,NA,NA,NA,NA,NA
112,2022040112,8.987339,0.939968153834343,8.695191,0.830963924527168,"book","paperweight",NA,NA,NA,NA,NA,NA
113,2022040113,6.4858894,0.700675398111343,5.6796308,0.436382830142975,"book","prop up a wobbly table leg",NA,NA,NA,NA,NA,NA
114,2022040114,6.1503496,0.625393390655518,6.572679,0.652502983808517,"book","used as kindling for a fire",NA,NA,NA,NA,NA,NA
115,2022040115,0,0,8.428878,0.793410256505013,"book","book",NA,NA,NA,NA,NA,NA
116,2022040116,5.0618777,0.371529400348663,6.3475437,0.589316189289093,"book","Make a book into a lampshade",NA,NA,NA,NA,NA,NA
117,2022040117,6.018457,0.60528764128685,6.3524227,0.606981098651886,"book","clock by gluing numbers to the cover and attaching hands",NA,NA,NA,NA,NA,NA
118,2022040118,5.275967,0.409663200378418,6.4333425,0.631286323070526,"book","Create a sculpture or collage by decoupaging old book pages onto an object",NA,NA,NA,NA,NA,NA
119,2022040119,5.88493,0.575575232505798,6.5306396,0.674960285425186,"book","Make coasters out ofbook pages sealed with mod podge.",NA,NA,NA,NA,NA,NA
120,2022040120,4.726596,0.303074836730957,6.543041,0.641166716814041,"book","Fold the pages of an old book",NA,NA,NA,NA,NA,NA
121,2022040121,8.365611,0.847085744142532,8.658492,0.854830041527748,"book","doorstop",NA,NA,NA,NA,NA,NA
122,2022040122,6.136637,0.60074371099472,5.955741,0.493256628513336,"book","level a table or shelf",NA,NA,NA,NA,NA,NA
123,2022040123,8.987339,0.939968153834343,8.695191,0.830963924527168,"book","paperweight",NA,NA,NA,NA,NA,NA
124,2022040124,5.948086,0.565215557813644,6.500143,0.623279571533203,"book","make a collage or sculpture",NA,NA,NA,NA,NA,NA
125,2022040125,6.2275376,0.632102489471436,6.6725235,0.665309876203537,"book","used as fuel for a fire",NA,NA,NA,NA,NA,NA
126,2022040126,6.9448614,0.687739044427872,7.6076136,0.769105598330498,"book","used",NA,NA,NA,NA,NA,NA
127,2022040127,7.1566772,0.734890192747116,6.8453045,0.617443174123764,"book","door stop",NA,NA,NA,NA,NA,NA
128,2022040128,6.5117373,0.690100073814392,5.8628755,0.473517179489136,"book","balance a wobbly table",NA,NA,NA,NA,NA,NA
129,2022040129,8.987339,0.939968153834343,8.695191,0.830963924527168,"book","paperweight",NA,NA,NA,NA,NA,NA
130,2022040130,6.27012,0.655889451503754,6.2329483,0.565917581319809,"book","prop up a wonky picture frame",NA,NA,NA,NA,NA,NA
131,2022040131,6.2072244,0.619173407554626,6.0103593,0.505706071853638,"book","make a small stool more comfortable",NA,NA,NA,NA,NA,NA
132,2022040132,6.775876,0.645056694746017,7.2753134,0.691592335700989,"book","A",NA,NA,NA,NA,NA,NA
133,2022040133,8.365611,0.847085744142532,8.658492,0.854830041527748,"book","doorstop",NA,NA,NA,NA,NA,NA
134,2022040134,6.3651466,0.675155222415924,5.738524,0.449152231216431,"book","prop up a wobbly table",NA,NA,NA,NA,NA,NA
135,2022040135,6.432995,0.679783374071121,6.514603,0.623908996582031,"book","coaster for your cold beverage",NA,NA,NA,NA,NA,NA
136,2022040136,6.4639,0.661803752183914,6.342192,0.568474382162094,"book","hold open a window",NA,NA,NA,NA,NA,NA
137,2022040137,5.9059963,0.567391514778137,5.9626336,0.501702874898911,"book","can serve as a paperweight on your desk",NA,NA,NA,NA,NA,NA
138,2022040138,6.435492,0.587975919246674,7.5698285,0.762286618351936,"book","You",NA,NA,NA,NA,NA,NA
139,2022040139,5.536558,0.475793182849884,6.2480297,0.572673797607422,"book","Make a book into a clock by attaching clock hands to the cover",NA,NA,NA,NA,NA,NA
140,2022040140,5.7616835,0.532453149557114,6.466875,0.632902413606644,"book","secret hiding place by cutting out a square hole in the center of the pages",NA,NA,NA,NA,NA,NA
141,2022040141,5.4022307,0.443046271800995,6.21401,0.567646652460098,"book","Use an old book as decoration by stacking it on top of other books or placing it in an empty frame",NA,NA,NA,NA,NA,NA
142,2022040142,4.6715727,0.289000034332275,6.606635,0.662254005670547,"book","Repurpose a hardcover book into a photo",NA,NA,NA,NA,NA,NA
143,2022040143,8.365611,0.847085744142532,8.658492,0.854830041527748,"book","doorstop",NA,NA,NA,NA,NA,NA
144,2022040144,6.4294972,0.644518285989761,6.0567083,0.504396170377731,"book","level a table",NA,NA,NA,NA,NA,NA
145,2022040145,6.4441624,0.691661536693573,4.979725,0.294432163238525,"book","prop up a wobbly chair",NA,NA,NA,NA,NA,NA
146,2022040146,8.987339,0.939968153834343,8.695191,0.830963924527168,"book","paperweight",NA,NA,NA,NA,NA,NA
147,2022040147,6.3468876,0.706067800521851,6.524104,0.659704148769379,"book","make a papier-mâché mask or sculpture",NA,NA,NA,NA,NA,NA
148,2022040148,8.365611,0.847085744142532,8.658492,0.854830041527748,"book","doorstop",NA,NA,NA,NA,NA,NA
149,2022040149,6.382291,0.63919198513031,6.8712573,0.683054953813553,"book","start a fire",NA,NA,NA,NA,NA,NA
150,2022040150,6.301846,0.639425039291382,6.5300198,0.621394276618958,"book","coaster for your drink",NA,NA,NA,NA,NA,NA
151,2022040151,6.0392675,0.592495977878571,5.79771,0.462332367897034,"book","prop up a table or shelf",NA,NA,NA,NA,NA,NA
152,2022040152,5.8847837,0.559109538793564,6.3164506,0.58777117729187,"book","cut up and made into paper airplanes or origami shapes",NA,NA,NA,NA,NA,NA
153,2022040153,8.365611,0.847085744142532,8.658492,0.854830041527748,"book","doorstop",NA,NA,NA,NA,NA,NA
154,2022040154,5.9626365,0.568218052387238,5.705519,0.441885232925415,"book","level a table or piece of furniture",NA,NA,NA,NA,NA,NA
155,2022040155,8.987339,0.939968153834343,8.695191,0.830963924527168,"book","paperweight",NA,NA,NA,NA,NA,NA
156,2022040156,6.1410007,0.60203218460083,5.9744124,0.497349202632904,"book","decorate a room or shelf",NA,NA,NA,NA,NA,NA
157,2022040157,5.9347253,0.573259949684143,6.3929644,0.608930379152298,"book","used as part of a centerpieces for a party or event",NA,NA,NA,NA,NA,NA
158,2022040158,8.365611,0.847085744142532,8.658492,0.854830041527748,"book","doorstop",NA,NA,NA,NA,NA,NA
159,2022040159,6.3177576,0.645355045795441,6.311865,0.57258403301239,"book","level a table or other surface",NA,NA,NA,NA,NA,NA
160,2022040160,6.55575,0.695979028940201,6.4313164,0.595465421676636,"book","prop open a window",NA,NA,NA,NA,NA,NA
161,2022040161,6.37816,0.673671752214432,6.4108553,0.603929579257965,"book","coaster for a hot beverage",NA,NA,NA,NA,NA,NA
162,2022040162,5.858062,0.544115483760834,6.3760014,0.59330752491951,"book","weight to hold down papers or other materials",NA,NA,NA,NA,NA,NA
163,2022040163,6.621957,0.690299212932587,6.2210894,0.567580461502075,"fork","Use it as a back scratcher",NA,NA,NA,NA,NA,NA
164,2022040164,6.5785017,0.665777742862701,6.6371408,0.666853547096252,"fork","Use it to pick up small items like coins or beads",NA,NA,NA,NA,NA,NA
165,2022040165,6.583297,0.670312523841858,6.4081693,0.610633790493011,"fork","Use it as a hairpin or hair tie",NA,NA,NA,NA,NA,NA
166,2022040166,6.3811007,0.619804084300995,6.555236,0.651062697172165,"fork","Turn it into a miniature shovel for potted plants",NA,NA,NA,NA,NA,NA
167,2022040167,6.56633,0.665439933538437,6.4898467,0.631275624036789,"fork","Stick it in the ground to mark your spot in a park",NA,NA,NA,NA,NA,NA
168,2022040168,7.1848035,0.778024300932884,6.409814,0.584905177354813,"fork","back scratcher",NA,NA,NA,NA,NA,NA
169,2022040169,6.5192738,0.635496735572815,6.7792864,0.685901999473572,"fork","pick up small items like rice or beans",NA,NA,NA,NA,NA,NA
170,2022040170,7.1344533,0.772387057542801,6.963441,0.717253714799881,"fork","apply makeup such as lip gloss or mascara",NA,NA,NA,NA,NA,NA
171,2022040171,6.6381392,0.673707783222198,6.6893945,0.673035681247711,"fork","clean dirt and grime out of small crevices and corners",NA,NA,NA,NA,NA,NA
172,2022040172,0,0,8.77234,0.82153095304966,"fork","fork",NA,NA,NA,NA,NA,NA
173,2022040173,7.9649224,0.721214264631271,8.392666,0.792862042784691,"fork","eat food",NA,NA,NA,NA,NA,NA
174,2022040174,6.265872,0.579380303621292,6.357775,0.588542520999908,"fork","hold food while cutting it with a knife",NA,NA,NA,NA,NA,NA
175,2022040175,6.814636,0.627581864595413,7.5110207,0.761229231953621,"fork","spear food",NA,NA,NA,NA,NA,NA
176,2022040176,6.692156,0.698201686143875,6.134561,0.54200154542923,"fork","pick up food that has fallen on the floor",NA,NA,NA,NA,NA,NA
177,2022040177,7.1848035,0.778024300932884,6.409814,0.584905177354813,"fork","back scratcher",NA,NA,NA,NA,NA,NA
178,2022040178,7.608388,0.769422888755798,7.2753134,0.691592335700989,"fork","A",NA,NA,NA,NA,NA,NA
179,2022040179,7.1848035,0.778024300932884,6.409814,0.584905177354813,"fork","back scratcher",NA,NA,NA,NA,NA,NA
180,2022040180,7.437172,0.751359164714813,7.1699243,0.685831338167191,"fork","comb your hair",NA,NA,NA,NA,NA,NA
181,2022040181,7.469361,0.547669321298599,9.51455,0.88338477909565,"fork","toothpick",NA,NA,NA,NA,NA,NA
182,2022040182,6.331878,0.573842734098434,6.805573,0.666955292224884,"fork","scrape dirt off your shoes",NA,NA,NA,NA,NA,NA
183,2022040183,6.5531344,0.663544535636902,6.5373783,0.644958287477493,"fork","pick up small objects like paperclips or beads",NA,NA,NA,NA,NA,NA
184,2022040184,0,0,8.77234,0.82153095304966,"fork","fork",NA,NA,NA,NA,NA,NA
185,2022040185,7.469361,0.547669321298599,9.51455,0.88338477909565,"fork","toothpick",NA,NA,NA,NA,NA,NA
186,2022040186,6.5630503,0.664441525936127,6.5159082,0.637891590595245,"fork","make small holes in fabric so that you can thread ribbon or string through it to create decorations",NA,NA,NA,NA,NA,NA
187,2022040187,6.3618307,0.584947139024734,6.868741,0.688163638114929,"fork","makeshift chopsticks when eating rice or noodles",NA,NA,NA,NA,NA,NA
188,2022040188,6.298804,0.574479550123215,6.6431117,0.640460461378098,"fork","play the steel pan drums",NA,NA,NA,NA,NA,NA
189,2022040189,7.608388,0.769422888755798,7.2753134,0.691592335700989,"fork","A",NA,NA,NA,NA,NA,NA
190,2022040190,8.5654955,0.756576910614967,9.503166,0.923146300017834,"fork","hairpin",NA,NA,NA,NA,NA,NA
191,2022040191,7.469361,0.547669321298599,9.51455,0.88338477909565,"fork","toothpick",NA,NA,NA,NA,NA,NA
192,2022040192,7.1723,0.696189433336258,7.622197,0.781014293432236,"fork","remove splinters",NA,NA,NA,NA,NA,NA
193,2022040193,6.828559,0.694816380739212,6.7075634,0.654216945171356,"fork","clean under your fingernails",NA,NA,NA,NA,NA,NA
194,2022040194,6.173996,0.57225227355957,6.136779,0.547415494918823,"fork","can double as a chopstick holder.",NA,NA,NA,NA,NA,NA
195,2022040195,5.10645,0.322251975536346,6.685916,0.685022205114365,"fork","Use the tines of a fork",NA,NA,NA,NA,NA,NA
196,2022040196,5.8412232,0.483836889266968,6.5764465,0.646219730377197,"fork","Use a fork to eat soup without making a mess",NA,NA,NA,NA,NA,NA
197,2022040197,5.778292,0.470118165016174,6.586867,0.651893019676208,"fork","Use a fork to eat spaghetti without making a mess",NA,NA,NA,NA,NA,NA
198,2022040198,5.805232,0.475731134414673,6.5599337,0.641935855150223,"fork","Use a fork to eat salad without making a mess",NA,NA,NA,NA,NA,NA
199,2022040199,5.986692,0.519730865955353,6.4764805,0.628198802471161,"fork","Use a fork as a makeshift spoon if you don't have one handy",NA,NA,NA,NA,NA,NA
200,2022040200,5.741728,0.454265296459198,6.3163953,0.601608783006668,"fork","use two forks stuck together tine-side out to make impromptu chopsticks",NA,NA,NA,NA,NA,NA
201,2022040201,6.183147,0.56803086400032,6.3715706,0.601720452308655,"fork","Eat like a king or queen with your very own fork!",NA,NA,NA,NA,NA,NA
202,2022040202,6.802398,0.728898555040359,6.6408997,0.670813977718353,"fork","Use it as a bookmark!",NA,NA,NA,NA,NA,NA
203,2022040203,6.3434424,0.607323408126831,6.3193808,0.587551236152649,"fork","Give your pet cat or dog a bath with the help of your trusty fork",NA,NA,NA,NA,NA,NA
204,2022040204,6.327992,0.615621626377106,6.5352817,0.658268868923187,"fork","Get rid of pesky bugs in your home by shooing them away with a fork",NA,NA,NA,NA,NA,NA
205,2022040205,6.6451936,0.689848780632019,6.3559575,0.599139928817749,"fork","Cook up a storm in the kitchen with some assistance from",NA,NA,NA,NA,NA,NA
206,2022040206,5.4626493,0.400129556655884,6.5665092,0.648669242858887,"fork","Using a fork to eat spaghetti instead of a spoon",NA,NA,NA,NA,NA,NA
207,2022040207,5.9510336,0.511188447475433,6.5326824,0.642782807350159,"fork","Using a fork to apply makeup instead of a brush",NA,NA,NA,NA,NA,NA
208,2022040208,5.675999,0.443969309329987,6.478847,0.640169471502304,"fork","Using a fork as a backscratcher",NA,NA,NA,NA,NA,NA
209,2022040209,5.8823366,0.495215952396393,6.4817967,0.631648868322372,"fork","Using a fork to play the violin",NA,NA,NA,NA,NA,NA
210,2022040210,5.7788777,0.470279335975647,6.5741954,0.648931413888931,"fork","Using a fork to open bottles or cans",NA,NA,NA,NA,NA,NA
211,2022040211,5.06886,0.325660705566406,6.8034663,0.693589866161346,"fork","Using forks as chopsticks",NA,NA,NA,NA,NA,NA
212,2022040212,7.4935274,0.839002594351768,6.8931828,0.683482974767685,"fork","Creating art with",NA,NA,NA,NA,NA,NA
213,2022040213,7.1848035,0.778024300932884,6.409814,0.584905177354813,"fork","back scratcher",NA,NA,NA,NA,NA,NA
