research_id,response_id,respondent_id,object,original_response,cleaned_response,originality_rater02,utility_rater02
CES201606,1816,45,tin,bieropener,bieropener,2,5
CES201606,1258.1,28,tin,blik in de water,blik water,0,0
CES201606,2139.1,50,tin,vier blikjes op hun zij,blikjes,0,0
CES201606,1609,40,tin,blikjes gooien,blikjes gooien,2,5
CES201606,1746,44,tin,Twee blikjes en een touwtje erdoor om te telefoneren,blikjes touwtje erdoor telefoneren,2,5
CES201606,1578,39,tin,bloemen in te zetten,bloemen zetten,2,5
CES201606,278,13,tin,bloempot,bloempot,2,5
CES201606,2015,48,tin,boot mee dichtmaken die lekt,boot dichtmaken lekt,4,3
CES201606,1300,29,tin,bowlen,bowlen,3,3
CES201606,1127,25,tin,bril: twee blikjes met de onderkant eruit,bril blikjes onderkant eruit,4,3
CES201606,799,19,tin,wie met zn buik het blikje naar de lijn kan bewegen,buik blikje lijn bewegen,4,4
CES201606,1905,46,tin,chemisch afvalvat,chemisch afval vat,3,2
CES201606,1063.1,24,tin,je kunt het gebruiken voor creatieve projecten,creatieve projecten,3,3
CES201606,1503,37,tin,decoratie,decoratie,3,3
CES201606,2156.2,51,tin, deeg rollen of iets anders,deeg rollen anders,3,4
CES201606,460,15,tin,denk aan andy warhole,denk Andy Warhol,0,0
CES201606,1903,46,tin,deurstopper,deurstopper,3,3
CES201606,1064,24,tin,om dingen in op te bergen,dingen bergen,2,5
CES201606,1577,39,tin,om dingen in te bewaren,dingen bewaren,2,5
CES201606,1908,46,tin,douche kop,douche kop,4,4
CES201606,596,17,tin,een draadtelefoon maken,draadtelefoon,2,5
CES201606,1377,30,tin,drinkpak,drink pak,2,5
CES201606,375,14,tin,iets uit drinken,drinken,1,5
CES201606,789,19,tin,drinken,drinken,1,5
CES201606,1256,28,tin,om uit te drinken,drinken,1,5
CES201606,1575,39,tin,om uit te drinken,drinken,1,5
CES201606,1963.2,47,tin, droger,droger,0,0
CES201606,1258.2,28,tin, moet je echt op youtube opzoeken!!,echt YouTube opzoeken,0,0
CES201606,1122,25,tin,elektriciteitsgeleider,elektriciteitsgeleider,4,3
CES201606,1910,46,tin,elektrische verbinding,elektrische verbinding,4,3
CES201606,899,20,tin,erop lopen als stelten met touw eraan voor kinderen,erop lopen stelten touw eraan kinderen,4,4
CES201606,1032,22,tin,erop staan als podium (groot blik),erop staan podium,3,5
CES201606,1031,22,tin,erop zitten als kruk,erop zitten kruk,2,5
CES201606,611,17,tin,eruit drinken,eruit drinken,1,5
CES201606,886,20,tin,eruit drinken,eruit drinken,1,5
CES201606,2150,51,tin,filmen als sfeer in buurt,filmen sfeer buurt,0,0
CES201606,1376,30,tin,fles,fles,2,4
CES201606,802,19,tin,gaatjes in prikken,gaatjes prikken,2,5
CES201606,282,13,tin,als je er gaatjes in prikt kan je het als douchekop gebruiken,gaatjes prikt douchekop,4,5
CES201606,279,13,tin,glas,glas,2,5
CES201606,598,17,tin,gooien,gooien,2,5
CES201606,888,20,tin,ermee gooien,gooien,2,5
CES201606,455,15,tin,gooimateriaal,gooimateriaal,2,5
CES201606,1016,23,tin,als grote ketting 'steen' ,grote ketting steen,3,4
CES201606,1021,23,tin,om je haar in een knot te doen erom heen,haar knot erom heen,3,4
CES201606,2140,50,tin,als haltertjes gebruiken,haltertjes,3,4
CES201606,2151,51,tin,hand trainen door verkreukelen,hand trainen verkreukelen,3,4
CES201606,1015,23,tin,handtas,handtas,4,3
CES201606,1709,43,tin,heet maken en mee koken/bakken,heet koken bakken,3,5
CES201606,1612,40,tin,hergebruiken,hergebruiken,2,5
CES201606,1712,43,tin,hockeypuk,hockey puck,3,5
CES201606,1216,27,tin,hoofddeksel,hoofddeksel,4,3
CES201606,2046,49,tin,ijsvormpje,ijs vormpje,4,4
CES201606,2138,50,tin,gebruiken als ijshockeypuck,ijshockey puck,3,5
CES201606,1505,37,tin,instrument,instrument,3,4
CES201606,1714,43,tin,instrument,instrument,3,4
CES201606,1489,36,tin,jojo van maken,jojo,5,3
CES201606,387,14,tin,als kaarsenhouder,kaarsenhouder,3,5
CES201606,1536,38,tin,kaarsenstandaard,kaarsenstandaard,3,5
CES201606,1959,47,tin,kaarshouder,kaarshouder,3,5
CES201606,804,19,tin,een kaarsje erin doen ter sfeerverlichting,kaarsje erin ter sfeerverlichting,3,5
CES201606,230,12,tin,een kauwgum bakje,kauwgum bakje,2,5
CES201606,516,16,tin,ketting,ketting,3,4
CES201606,682,18,tin,een ketting van maken ,ketting,3,4
CES201606,1491,36,tin,ketting van de lipjes,ketting lipjes,3,4
CES201606,685,18,tin,gebruiken om met kinderen te knutselen \,kinderen knutselen,3,5
CES201606,891,20,tin,het kleindrukken,klein drukken,2,5
CES201606,1028,22,tin,klosjes achter je fiets binden,klosjes achter fiets binden,2,5
CES201606,897,20,tin,koelen,koelen,2,5
CES201606,1961,47,tin,als kom,kom,2,5
CES201606,1174,26,tin,kooi van farraday maken,kooi Faraday,4,5
CES201606,1960,47,tin,kopje,kopje,2,4
CES201606,1907,46,tin,kraan,kraan,4,2
CES201606,459,15,tin,kunst,kunst,3,3
CES201606,513,16,tin,kunst,kunst,3,3
CES201606,1813,45,tin,kunst,kunst,3,3
CES201606,380,14,tin,gebruiken in een kunstwerk ,kunstwerk,3,3
CES201606,1911,46,tin,kunstwerk,kunstwerk,3,3
CES201606,383,14,tin,het labeltje eraf halen en daar een oorbel van maken,labeltje eraf halen oorbel,3,5
CES201606,384,14,tin,het labeltje gebruiken en daar iets mee snijden (want het is scherp),labeltje snijden,3,4
CES201606,607,17,tin,er een lamp van maken,lamp,4,4
CES201606,1171,26,tin,als lampenkap,lampenkap,4,4
CES201606,1030,22,tin,lampje van maken,lampje,4,4
CES201606,683,18,tin,met het lipje van een blikje een jurkje/ shirtje maken ,lipje blikje jurkje shirtje,3,4
CES201606,1011,23,tin,lunchbakje,lunch bakje,2,5
CES201606,895,20,tin,meenemen voor onderweg,meenemen onderweg,2,5
CES201606,456,15,tin,mes,mes,3,4
CES201606,1215,27,tin,mes (eerst open scheuren),mes,3,4
CES201606,793,19,tin,zo mooi mogelijk versieren,mooi mogelijk versieren,3,3
CES201606,1913,46,tin,moordwapen,moordwapen,2,3
CES201606,2136,50,tin,in een muizenhol stoppen zodat die etters er niet meer uit kunnen komen,muizenhol stoppen zodat etters niet komen,4,3
CES201606,1013,23,tin,muziek mee maken,muziek,3,4
CES201606,1533,38,tin,muziek maken,muziek,3,4
CES201606,378,14,tin,muziek mee maken/geluid maken,muziek geluid,3,4
CES201606,1126,25,tin,muziekinstrument,muziekinstrument,3,4
CES201606,377.2,14,tin, met zo'n touwtje er tussen) ,n touwtje tussen,0,0
CES201606,890,20,tin,het natekenen,natekenen,3,5
CES201606,602,17,tin,neerleggen,neerleggen,2,5
CES201606,1217,27,tin,neptelefoon,nep telefoon,2,5
CES201606,900,20,tin,omver gooien op de kermis,omver gooien kermis,2,5
CES201606,515,16,tin,onderzetter,onderzetter,2,5
CES201606,893,20,tin,openen,openen,1,5
CES201606,2135.2,50,tin, openen en lekker coladouchen,openen lekker cola douchen,1,5
CES201606,1170,26,tin,openknippen en sierraad van maken,openknippen sieraad,3,4
CES201606,601,17,tin,opgaven,opgaven,0,0
CES201606,603,17,tin,oprapen,oprapen,2,5
CES201606,1958,47,tin,opslag pennen,opslag pennen,2,5
CES201606,1906,46,tin,opslag tank,opslag tank,2,5
CES201606,385,14,tin,als opvanger voor de regen als het lekt,opvangen regen lekt,2,5
CES201606,1373,30,tin,pan met deksel,pan deksel,2,4
CES201606,1027,22,tin,pennenbakje,pennenbakje,2,5
CES201606,276,13,tin,pennendoos,pennendoos,2,5
CES201606,2139.2,50,tin, plank erop en skateboarden,plank erop skateboarden,5,2
CES201606,1018,23,tin,plantenbak,plantenbak,2,5
CES201606,1957,47,tin,plantenbak,plantenbak,2,5
CES201606,2019,48,tin,plantenbak,plantenbak,2,5
CES201606,1372,30,tin,plasic bakje met deksel,plastic bakje deksel,2,5
CES201606,1378,30,tin,plastic zakje die je kan afsluiten,plastic zakje afsluiten,2,5
CES201606,382,14,tin,platstampen en gebruiken bij ijshockey ,plat stampen ijshockey,3,5
CES201606,1487,36,tin,Platslaan en voorwerpen van maken,platslaan voorwerpen,2,5
CES201606,1374,30,tin,pot met deksel,pot deksel,2,5
CES201606,1014.2,23,tin, praten erdoor,praten erdoor,2,5
CES201606,790,19,tin,om proberen kapot te maken,proberen kapot,2,5
CES201606,284,13,tin,het raam open houden,raam open houden,3,5
CES201606,233,12,tin,raketmotor,raketmotor,5,1
CES201606,458,15,tin,rammelaar (klipje in blikje),rammelaar,4,4
CES201606,1412,35,tin,als rammelaar gebruiken,rammelaar,4,4
CES201606,889,20,tin,reclame erop maken,reclame erop,3,5
CES201606,681,18,tin,recycelen ,recyclen,1,5
CES201606,887,20,tin,het recyclen,recyclen,1,5
CES201606,2156.1,51,tin,rollen,rollen,2,5
CES201606,2137,50,tin,rollen als bowlingbal,rollen bowlingbal,2,5
CES201606,605,17,tin,een ruit ermee ingooien,ruit ingooien,2,4
CES201606,2155.1,51,tin,scherp,scherp,0,0
CES201606,1713,43,tin,scherpe kant gebruiken om papier te snijden,scherpe kant papier snijden,3,4
CES201606,1535,38,tin,schietobject,schietobject,4,3
CES201606,2135.1,50,tin,schudden,schudden,2,5
CES201606,896,20,tin,schudden voor openen,schudden openen,2,5
CES201606,1912,46,tin,seksspeeltje,seksspeeltje,2,2
CES201606,453,15,tin,sieraad,sieraad,3,4
CES201606,1710,43,tin,sierraad,sieraad,3,4
CES201606,381,14,tin,gebruiken als sieradendoosje,sieradendoosje,2,5
CES201606,1063.2,24,tin, sinterklaassurprises enzo,Sinterklaas surprises enzo,3,5
CES201606,457,15,tin,sleutelhanger (met het klipje van het blikje),sleutelhanger,3,5
CES201606,517,16,tin,slingers,slingers,3,5
CES201606,2014,48,tin,mee snijden,snijden,3,4
CES201606,2155.2,51,tin, snijden,snijden,3,4
CES201606,1124,25,tin,soepkom,soepkom,2,5
CES201606,1962,47,tin,spaarpot,spaarpot,2,5
CES201606,452,15,tin,speelgoed,speelgoed,3,4
CES201606,514,16,tin,speelgoed,speelgoed,3,4
CES201606,2013,48,tin,speelgoed maken (auto),speelgoed,3,4
CES201606,1411,35,tin,speelgoed ervan maken,speelgoed ervan,3,4
CES201606,1488,36,tin,speelgoed mee maken voor onder je voeten,speelgoed onder voeten,3,4
CES201606,794,19,tin,als spel om om te schieten,spel schieten,2,4
CES201606,450,15,tin,spiegel,spiegel,4,2
CES201606,1414,35,tin,spullen in bewaren,spullen bewaren,1,5
CES201606,1656,42,tin,Op staan,staan,2,5
CES201606,680,18,tin,de straat mee vervuilen ,straat vervuilen,2,5
CES201606,229,12,tin,tandenborstel houder,tandenborstel houder,2,5
CES201606,277,13,tin,tandeborstel houder,tandenborstel houder,2,5
CES201606,1214,27,tin,target practice,target practice,2,5
CES201606,379,14,tin,tegen iemands hoofd aan gooien (wapen),tegen iemands hoofd gooien,2,5
CES201606,1576,39,tin,om tegen aan te schoppen,tegen schoppen,2,5
CES201606,2148,51,tin,tegen aan tikken voor muziek,tegen tikken muziek,2,5
CES201606,281,13,tin,een telefoon,telefoon,2,5
CES201606,1123,25,tin,als telefoon met twee blikjes en een touwtje,telefoon blikjes touwtje,2,5
CES201606,898,20,tin,telefoon van maken met lijn ertussen,telefoon lijn ertussen,2,5
CES201606,377.1,14,tin,gebruiken als telefoon (je weet wel,telefoon weet wel,2,5
CES201606,1909,46,tin,telefoonhoesje,telefoonhoesje,4,2
CES201606,795,19,tin,ter positie aanduiding (strategie bespreken),ter positie aanduiding,4,4
CES201606,1375,30,tin,thermoskan,thermoskan,3,4
CES201606,604,17,tin,een toren van blikjes maken,toren blikjes,2,5
CES201606,1014.1,23,tin,met touw eraan en dan iets doorgeven,touw eraan doorgeven,2,5
CES201606,1125,25,tin,trommel,trommel,3,4
CES201606,2154,51,tin,in tuin tegen katten,tuin tegen katten,3,3
CES201606,1128,25,tin,tunnel voor mieren of andere kleine dieren,tunnel mieren kleine dieren,4,4
CES201606,800,19,tin,tussen twee buiken het blikje naar een andere kant toebrengen,tussen buiken blikje kant toebrengen,3,4
CES201606,1814,45,tin,vaas,vaas,2,5
CES201606,231,12,tin,een vaasjr,vaasje,2,5
CES201606,386,14,tin,als vaasje,vaasje,2,5
CES201606,2153.2,51,tin, een val,val,3,4
CES201606,599,17,tin,vangen,vangen,2,5
CES201606,608,17,tin,er een ventilator van maken,ventilator,5,1
CES201606,1020,23,tin,verrekijker (met lens erin),verrekijker,5,3
CES201606,803,19,tin,versieren zo mooi mogelijk,versieren mooi mogelijk,3,3
CES201606,797,19,tin,wie het verst kan gooien,verst gooien,2,5
CES201606,798,19,tin,wie het verst kan schieten,verst schieten,2,5
CES201606,1492,36,tin,gebruien als versteviging van muren oid,versteviging muren oid,2,3
CES201606,597,17,tin,het vertrappen,vertrappen,2,5
CES201606,892,20,tin,verzamelen voor statiegeld ,verzamelen statiegeld,2,5
CES201606,1964,47,tin,viskom,viskom,3,4
CES201606,1257,28,tin,als voetbal,voetbal,3,4
CES201606,1504,37,tin,voetbal,voetbal,3,4
CES201606,1711,43,tin,voetbal,voetbal,3,4
CES201606,1413,35,tin,ermee voetballen,voetballen,3,4
CES201606,1745,44,tin,Voetballen,voetballen,3,4
CES201606,2134,50,tin,mee voetballen,voetballen,3,4
CES201606,791,19,tin,als voorbeeld van afval,voorbeeld afval,2,5
CES201606,1019,23,tin,voorraaddoos,voorraaddoos,1,5
CES201606,1490,36,tin,vullen,vullen,1,5
CES201606,801.1,19,tin,vullen met water,vullen water,1,5
CES201606,232,12,tin,een wapen,wapen,2,4
CES201606,283,13,tin,als wapen,wapen,2,4
CES201606,1299,29,tin,wapen,wapen,2,4
CES201606,2018,48,tin,wasbak van maken,wasbak,4,2
CES201606,1817,45,tin,wateropvanger,water opvangen,2,5
CES201606,801.2,19,tin, om water te verplaatsen,water verplaatsen,2,5
CES201606,2016,48,tin,water verzamelen,water verzamelen,2,5
CES201606,1029,22,tin,waxinelichtje,waxinelichtje,3,5
CES201606,792,19,tin,om weg te gooien,weg gooien,1,5
CES201606,1169,26,tin,weggooien,weggooien,1,5
CES201606,2152,51,tin,werpen,werpen,2,5
CES201606,2153.1,51,tin,wespenvangen,wespen vangen,2,5
CES201606,894,20,tin,wespen ermee vangen als je er cola in doet,wespen vangen cola doet,2,5
CES201606,1017,23,tin,zodat de deur niet dichtvalt,zodat deur niet dichtvalt,3,5
CES201606,1610,40,tin,aan een zwerver geven die blikjes ophaalt,zwerver geven blikjes ophaalt,2,5
