,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,item,response,response_id,object,respondent_id,temperature,eucl_item_resp,eucl_objc_resp,cos_dist_item_resp,cos_dist_objc_resp,semdis_prev
827,827,827,827,828,chair,break someone's hand,20160056,book,BP20160007,,8.705261,9.004233,0.5767074525356293,0.6406025290489197,0.15890812873840332
828,828,828,828,829,chair,start a revolution,20160057,book,BP20160007,,10.567038,9.494715,0.8051322996616364,0.6600846946239471,0.4418100118637085
1381,1381,1381,1381,1382,chair,file,20160068,tin can,BP20160007,,9.647236,9.654893,0.8852892369031906,0.9038188457489014,0.8011742234230042
1382,1382,1382,1382,1383,chair,printing press,20160069,tin can,BP20160007,,11.763331,11.975505,0.7761372774839401,0.8179245740175247,0.6658425629138947
1383,1383,1383,1383,1384,chair,to break in,20160070,tin can,BP20160007,,7.522477,7.5868125,0.7467795014381409,0.7833326756954193,0.7514477670192719
1384,1384,1384,1384,1385,chair,break someone's hand,20160071,tin can,BP20160007,,8.705261,9.276893,0.5767074525356293,0.6689619421958923,0.15890812873840332
1385,1385,1385,1385,1386,chair,start a revolution,20160072,tin can,BP20160007,,10.567038,10.537143,0.8051322996616364,0.8116387277841568,0.4418100118637085
1115,1115,1115,1115,1116,chair,comb,20160103,fork,BP20160009,,8.5469675,8.013143,0.8249666690826416,0.7323091626167297,1.0
1116,1116,1116,1116,1117,chair,hair comb,20160104,fork,BP20160009,,12.50004,12.953321,0.7295515835285187,0.8001356571912766,0.1373315453529358
1117,1117,1117,1117,1118,chair,stitching agent,20160105,fork,BP20160009,,10.967042,11.189363,0.7942992597818375,0.8346574306488037,0.7073350250720978
829,829,829,829,830,chair,splash,20160111,book,BP20160009,,8.022159,8.381387,0.7919993996620178,0.924898326396942,0.8146690279245377
830,830,830,830,831,chair,bookend,20160112,book,BP20160009,,8.434269,8.124815,0.907321371138096,0.9008066281676292,0.8688522577285767
1118,1118,1118,1118,1119,chair,As cable tray,20160127,fork,BP20160011,,11.157712,11.080691,0.6418770253658295,0.6332200765609741,1.0
1119,1119,1119,1119,1120,chair,If your fork is very sturdy you can use it as a herring,20160128,fork,BP20160011,,15.83881,12.606512,0.6943120360374451,0.2868942618370056,0.5074992775917053
1120,1120,1120,1120,1121,chair,Or to hold other wires in a position with,20160129,fork,BP20160011,,12.545959,13.043204,0.5915091633796692,0.6606939136981964,0.512177586555481
1121,1121,1121,1121,1122,chair,You can injure someone with a fork (seems laborious to me),20160130,fork,BP20160011,,16.379646,13.816462,0.8110356628894806,0.4630113244056701,0.5942721962928772
1122,1122,1122,1122,1123,chair,Or scratch your name into a wall,20160131,fork,BP20160011,,9.822319,10.01802,0.6450148224830627,0.677092432975769,0.619920015335083
1123,1123,1123,1123,1124,chair,If you bend it by heating it you can make a bracelet out of it,20160132,fork,BP20160011,,13.152668,12.301882,0.6844840347766876,0.569279283285141,0.46306055784225464
831,831,831,831,832,chair,As a pillow,20160144,book,BP20160011,,6.749887,8.621567,0.4764710068702698,0.8202682733535767,0.6007721722126007
832,832,832,832,833,chair,headrest,20160145,book,BP20160011,,8.045177,9.982546,0.6339350938796997,1.0285956896841526,0.5938938856124878
833,833,833,833,834,chair,As an elevation (to stand on),20160146,book,BP20160011,,14.815071,15.752337,0.7037779092788696,0.8558329939842224,0.8803586736321449
834,834,834,834,835,chair,"As a weight, and you want to do muscle training",20160147,book,BP20160011,,20.405777,20.22261,0.6817328333854675,0.6546924412250519,0.6035247445106506
835,835,835,835,836,chair,You can fold airplanes from the loose pages,20160148,book,BP20160011,,15.176099,14.1799965,0.6911214292049408,0.5555011332035065,0.48761510848999023
836,836,836,836,837,chair,And from the cardboard a mold for painting,20160149,book,BP20160011,,14.510521,14.829723,0.6733886301517487,0.7272748351097107,0.5336081087589264
1386,1386,1386,1386,1387,chair,With the tabs you can play a drinking game,20160163,tin can,BP20160011,,18.059078,18.109985,0.7568213045597076,0.7669821381568909,0.6927683055400848
1387,1387,1387,1387,1388,chair,"With the can itself you can make a knife, should you have a broken one",20160164,tin can,BP20160011,,11.927034,12.165583,0.6383901238441467,0.6763932406902313,0.5960954129695892
1388,1388,1388,1388,1389,chair,In a can you can store things (but that's also kind of its original use),20160165,tin can,BP20160011,,23.95401,23.911188,0.7172017991542816,0.7108738720417023,0.4746934771537781
1389,1389,1389,1389,1390,chair,You can make it a weight by filling it with soil.,20160166,tin can,BP20160011,,16.446249,16.241285,0.709187388420105,0.6823820173740387,0.47541797161102295
1390,1390,1390,1390,1391,chair,(so that something doesn't blow away),20160167,tin can,BP20160011,,14.927945,15.188672,0.7329088449478149,0.7752073109149933,0.5654023885726929
1124,1124,1124,1124,1125,chair,a knife,20160173,fork,BP20160012,,8.585495,7.277783,0.7397775650024414,0.535721629858017,1.0
1125,1125,1125,1125,1126,chair,a spoon,20160174,fork,BP20160012,,8.209433,6.020865,0.7307116389274597,0.3967959284782409,0.45462214946746826
1126,1126,1126,1126,1127,chair,a scraper,20160175,fork,BP20160012,,8.94313,7.2945113,0.890881821513176,0.5982783138751984,0.5794502794742584
1127,1127,1127,1127,1128,chair,a screwdriver,20160176,fork,BP20160012,,9.429392,8.371872,0.8457410484552383,0.6709539592266083,0.5931612849235535
1128,1128,1128,1128,1129,chair,wallpaper pickup,20160177,fork,BP20160012,,10.7814,11.158945,0.7617165595293045,0.8260456472635269,0.8781543672084808
1129,1129,1129,1129,1130,chair,a stabbing weapon,20160178,fork,BP20160012,,11.87743,11.294869,0.841876670718193,0.7548715323209763,0.8246623128652573
1130,1130,1130,1130,1131,chair,a coat rack for barbie clothes,20160179,fork,BP20160012,,17.556934,18.174816,0.5942567884922028,0.6782766878604889,0.7780721634626389
1131,1131,1131,1131,1132,chair,a broom,20160180,fork,BP20160012,,7.9050417,7.936568,0.6840670108795166,0.6963377594947815,0.5893624126911163
1132,1132,1132,1132,1133,chair,a toothbrush,20160181,fork,BP20160012,,8.498993,8.473469,0.7314489483833313,0.733483076095581,0.588444709777832
1133,1133,1133,1133,1134,chair,a hole punch,20160182,fork,BP20160012,,11.317981,10.583863,0.7750181257724762,0.668322741985321,0.8052799552679062
1134,1134,1134,1134,1135,chair,knitting sticks,20160183,fork,BP20160012,,10.864289,10.629793,0.7123307883739471,0.6808548271656036,0.5977855920791626
837,837,837,837,838,chair,coaster,20160205,book,BP20160012,,8.111664,8.541094,0.7338162064552307,0.8625434190034866,0.7318068444728851
838,838,838,838,839,chair,headgear,20160206,book,BP20160012,,8.664831,9.267095,0.8589454144239426,1.0432733707129955,0.915239229798317
839,839,839,839,840,chair,stairs,20160207,book,BP20160012,,7.1931596,8.729695,0.5561604797840118,0.8660698682069778,0.9319241717457771
840,840,840,840,841,chair,brick,20160208,book,BP20160012,,8.4015665,8.663547,0.7717696130275726,0.8686546683311462,0.5054177641868591
841,841,841,841,842,chair,decoration,20160209,book,BP20160012,,8.196847,8.737158,0.7207832932472229,0.8656852096319199,0.6191372871398926
842,842,842,842,843,chair,flowerpot,20160210,book,BP20160012,,8.833955,9.510801,0.8627875447273254,1.0592898093163967,0.6795350611209869
843,843,843,843,844,chair,toilet paper,20160211,book,BP20160012,,10.184535,10.465352,0.5665526390075684,0.6168014109134674,0.8182550221681595
1391,1391,1391,1391,1392,chair,toothbrush holder,20160229,tin can,BP20160012,,10.931022,11.206198,0.6194329261779785,0.663378894329071,0.5033629834651947
1392,1392,1392,1392,1393,chair,a chewing gum tray,20160230,tin can,BP20160012,,16.017727,14.685295,0.7015736699104309,0.5215378701686859,0.4841918349266052
1393,1393,1393,1393,1394,chair,a vase,20160231,tin can,BP20160012,,8.292153,7.6405344,0.7051166892051697,0.6108116507530212,0.6884997189044952
1394,1394,1394,1394,1395,chair,a weapon,20160232,tin can,BP20160012,,9.016597,8.89749,0.8724124729633331,0.868202805519104,0.8950822874903679
1395,1395,1395,1395,1396,chair,rocket motor,20160233,tin can,BP20160012,,11.860442,11.594124,0.7851794809103012,0.7524639964103699,0.5773120820522308
1135,1135,1135,1135,1136,chair,a comb,20160240,fork,BP20160013,,8.5469675,8.013143,0.8249666690826416,0.7323091626167297,1.0
1136,1136,1136,1136,1137,chair,you can bend a fork and screw it to the wall and then hang a hanging plant from it,20160241,fork,BP20160013,,27.378086,25.861773,0.5884839296340942,0.3857808709144592,0.6125175654888153
1137,1137,1137,1137,1138,chair,you can bend the tines of a fork so that it becomes a stand for name tags at a table,20160242,fork,BP20160013,,21.501158,18.962955,0.5682116448879242,0.2468250393867492,0.22232401371002197
1138,1138,1138,1138,1139,chair,as a rake for raking the garden,20160243,fork,BP20160013,,14.676838,14.155178,0.7189722657203674,0.6472148895263672,0.505016952753067
1139,1139,1139,1139,1140,chair,as the key ,20160244,fork,BP20160013,,8.105934,8.456883,0.7877169102430344,0.8676701188087463,0.8565546721220016
1140,1140,1140,1140,1141,chair,you can hold the window open with a fork so it doesn't blow shut ,20160245,fork,BP20160013,,22.52198,21.52149,0.606940746307373,0.4728783369064331,0.5768286883831024
1141,1141,1141,1141,1142,chair,weapon,20160246,fork,BP20160013,,9.016597,8.631538,0.8724124729633331,0.8071174472570419,0.644328385591507
844,844,844,844,845,chair,coaster,20160261,book,BP20160013,,8.111664,8.541094,0.7338162064552307,0.8625434190034866,0.9024028927087784
845,845,845,845,846,chair, a stack of books as a bedside table,20160262,book,BP20160013,,15.505303,15.497269,0.4614866971969604,0.4506380558013916,0.7879819273948669
846,846,846,846,847,chair,as an umbrella against the rain,20160263,book,BP20160013,,10.430775,11.823892,0.6476996541023254,0.8881129249930382,0.7106819152832031
1396,1396,1396,1396,1397,chair,pen box,20160276,tin can,BP20160013,,10.3545475,9.51074,0.666027307510376,0.5529754161834717,0.7246204316616058
1397,1397,1397,1397,1398,chair,toothbrush holder,20160277,tin can,BP20160013,,10.931022,11.206198,0.6194329261779785,0.663378894329071,0.522811233997345
1398,1398,1398,1398,1399,chair,flowerpot,20160278,tin can,BP20160013,,8.833955,8.12011,0.8627875447273254,0.7455585300922394,0.7528860121965408
1399,1399,1399,1399,1400,chair,glass,20160279,tin can,BP20160013,,8.046245,7.183355,0.6579124629497528,0.5346364080905914,0.7207717895507812
1400,1400,1400,1400,1401,chair,container to keep things in,20160280,tin can,BP20160013,,10.500949,9.418028,0.755267322063446,0.6014799177646637,0.5454389154911041
1401,1401,1401,1401,1402,chair,a phone,20160281,tin can,BP20160013,,8.72785,9.281765,0.7625979334115982,0.8801889792084694,0.7508556544780731
1402,1402,1402,1402,1403,chair,if you poke holes in it you can use it as a shower head,20160282,tin can,BP20160013,,18.530146,18.815994,0.5685305595397949,0.6052086055278778,0.6696505844593048
1403,1403,1403,1403,1404,chair,as a weapon,20160283,tin can,BP20160013,,9.016597,8.89749,0.8724124729633331,0.868202805519104,0.6594177782535553
1404,1404,1404,1404,1405,chair,keep the window open,20160284,tin can,BP20160013,,10.672044,11.139036,0.6608276963233948,0.7371183931827545,0.8047055006027222
1142,1142,1142,1142,1143,chair,food,20160301,fork,BP20160014,,8.749712,8.487783,0.8023739159107208,0.7620457708835602,1.0
1143,1143,1143,1143,1144,chair,bob,20160302,fork,BP20160014,,8.0020075,8.316846,0.7485533356666565,0.8177415877580643,0.8363487273454666
1144,1144,1144,1144,1145,chair,make noise,20160303,fork,BP20160014,,8.99212,8.875139,0.8395752459764481,0.825370579957962,0.8725021332502365
1145,1145,1145,1145,1146,chair,To put in your hair to hold your bun,20160304,fork,BP20160014,,13.64889,14.754452,0.6031017601490021,0.7591312229633331,0.8210285156965256
1146,1146,1146,1146,1147,chair,carve something in wood/stone or the like.,20160305,fork,BP20160014,,20.690744,21.065897,0.6182873249053955,0.6691101491451263,0.5298570692539215
1147,1147,1147,1147,1148,chair,comb your hair,20160306,fork,BP20160014,,12.50004,12.953321,0.7295515835285187,0.8001356571912766,0.6238201558589935
1148,1148,1148,1148,1149,chair,rifle,20160307,fork,BP20160014,,9.297347,9.223352,0.8113094419240952,0.8048424124717712,0.8146320581436157
1149,1149,1149,1149,1150,chair,cutting (instead of a knife),20160308,fork,BP20160014,,18.588575,17.96308,0.6955174803733826,0.6098484694957733,0.6852430403232574
1150,1150,1150,1150,1151,chair,as a toothpick,20160309,fork,BP20160014,,9.51455,7.469361,0.8833847790956497,0.5476693212985992,0.7222075164318085
1151,1151,1151,1151,1152,chair,scratching your back,20160310,fork,BP20160014,,8.120218,8.562344,0.732917457818985,0.8231907784938812,0.8085365295410156
1152,1152,1152,1152,1153,chair,get dirt from under your nails,20160311,fork,BP20160014,,11.289397,10.9384985,0.7321875989437103,0.6834082901477814,0.475028932094574
847,847,847,847,848,chair,read from,20160341,book,BP20160014,,8.212921,5.070841,0.8621518760919571,0.3443890810012817,0.8275902718305588
848,848,848,848,849,chair,Using it as a weapon (throwing it around).,20160342,book,BP20160014,,17.8348,17.987486,0.72796231508255,0.7560569792985916,0.732194185256958
849,849,849,849,850,chair,make noise with it,20160343,book,BP20160014,,8.99212,9.274494,0.8395752459764481,0.9423446319997312,0.7215519547462463
850,850,850,850,851,chair,you can write things down in it,20160344,book,BP20160014,,10.812941,8.207831,0.8014720976352692,0.4412754774093628,0.7093021869659424
851,851,851,851,852,chair,use as a coaster,20160345,book,BP20160014,,9.23093,9.384088,0.6817409098148346,0.7328837811946869,0.5515361726284027
852,852,852,852,853,chair,use as a step,20160346,book,BP20160014,,9.766109,9.39815,0.7168311178684235,0.6835070848464966,0.395077645778656
853,853,853,853,854,chair,use as decoration (e.g. in your bookcase),20160347,book,BP20160014,,19.164341,19.96463,0.6152542233467102,0.7278814315795898,0.4565097689628601
854,854,854,854,855,chair,"to hide something in (e.g., a bill or a gum)",20160348,book,BP20160014,,22.628586,22.914675,0.7097413539886475,0.7517022788524628,0.23955464363098145
855,855,855,855,856,chair,as a cooler (flapping those leaves),20160349,book,BP20160014,,16.711594,17.571016,0.6907162368297577,0.8244252800941467,0.2963578701019287
856,856,856,856,857,chair,you can also use it as a building block,20160350,book,BP20160014,,13.719021,13.664261,0.7269832491874695,0.7307588458061218,0.6553020179271698
857,857,857,857,858,chair,burn in the stove (as wood),20160351,book,BP20160014,,19.317425,20.362103,0.652643620967865,0.806161031126976,0.5299725234508514
1405,1405,1405,1405,1406,chair,to drink from,20160375,tin can,BP20160014,,8.5129175,8.446622,0.754531979560852,0.7585236728191376,0.6783995628356934
1406,1406,1406,1406,1407,chair,hang behind your car when you get married,20160376,tin can,BP20160014,,13.1749,13.752232,0.6548181474208832,0.7413604557514191,0.6107537746429443
1407,1407,1407,1407,1408,chair,"Use as a phone (you know, with one of those strings in between) ",20160377,tin can,BP20160014,,23.50635,23.79803,0.7150087058544159,0.7566538751125336,0.5070931911468506
1408,1408,1408,1408,1409,chair,make music/sound with it,20160378,tin can,BP20160014,,14.390304,14.802069,0.7841110974550247,0.8527146875858307,0.45998167991638184
1409,1409,1409,1409,1410,chair,throwing against someone's head (weapon),20160379,tin can,BP20160014,,17.512352,18.482548,0.6375487148761749,0.7756529748439789,0.6255454421043396
1410,1410,1410,1410,1411,chair,use in a work of art ,20160380,tin can,BP20160014,,13.334853,13.72164,0.6802379488945007,0.740220308303833,0.5782205164432526
1411,1411,1411,1411,1412,chair,use as jewelry box,20160381,tin can,BP20160014,,13.352572,12.1425495,0.6799534261226654,0.5182462334632874,0.3410600423812866
1412,1412,1412,1412,1413,chair,crush and use in ice hockey ,20160382,tin can,BP20160014,,17.219496,17.067066,0.7186059653759003,0.6990234553813934,0.5041796565055847
1413,1413,1413,1413,1414,chair,take off the label and make an earring out of it,20160383,tin can,BP20160014,,11.154532,10.480734,0.815619945526123,0.7194571495056152,0.7767222374677658
1414,1414,1414,1414,1415,chair,use the label and cut something with it (because it is sharp),20160384,tin can,BP20160014,,21.048508,20.674383,0.757800817489624,0.7057521045207977,0.504757434129715
1415,1415,1415,1415,1416,chair,as a catch for the rain when it leaks,20160385,tin can,BP20160014,,14.839811,14.188577,0.8423788845539093,0.7509765326976776,0.6304565668106079
1416,1416,1416,1416,1417,chair,as a vase,20160386,tin can,BP20160014,,8.292153,7.6405344,0.7051166892051697,0.6108116507530212,0.8481332808732986
1417,1417,1417,1417,1418,chair,as a candle holder,20160387,tin can,BP20160014,,10.911085,10.418992,0.6112644374370575,0.5481459200382233,0.4582068920135498
1153,1153,1153,1153,1154,chair,brush,20160395,fork,BP20160015,,8.4203825,7.514251,0.75140780210495,0.604008287191391,1.0
1154,1154,1154,1154,1155,chair,weed whacker,20160396,fork,BP20160015,,12.878769,12.182841,0.9379947185516356,0.8300563991069794,0.712363064289093
1155,1155,1155,1155,1156,chair,back scraper,20160397,fork,BP20160015,,8.94313,7.2945113,0.890881821513176,0.5982783138751984,0.7202794849872589
1156,1156,1156,1156,1157,chair,stick for garbage,20160398,fork,BP20160015,,10.396608,9.615926,0.7313059866428375,0.619023472070694,0.6794458329677582
1157,1157,1157,1157,1158,chair,catapult for shooting food,20160399,fork,BP20160015,,13.407013,13.398752,0.7657695114612579,0.7672105580568314,0.5218567848205566
1158,1158,1158,1158,1159,chair,holder for your punk work,20160400,fork,BP20160015,,11.284976,12.006589,0.5987151265144348,0.7020234763622284,0.6376595795154572
1159,1159,1159,1159,1160,chair,paper puncture,20160401,fork,BP20160015,,11.025036,10.603435,0.7702443599700928,0.7095952332019806,0.6216305792331696
1160,1160,1160,1160,1161,chair,figure maker in dough for cookies,20160402,fork,BP20160015,,18.15652,17.4065,0.732173353433609,0.6286459863185883,0.6642593145370483
1161,1161,1161,1161,1162,chair,pressing the edges of the apple turnovers,20160403,fork,BP20160015,,17.876915,16.78588,0.8046978712081909,0.6513659358024597,0.4608421325683594
858,858,858,858,859,chair,elevation for your computer,20160425,book,BP20160015,,10.58524,11.173172,0.7295876145362854,0.8494977653026581,0.6824691593647003
859,859,859,859,860,chair,coaster,20160426,book,BP20160015,,8.111664,8.541094,0.7338162064552307,0.8625434190034866,0.8052013516426086
860,860,860,860,861,chair,table tennis pool,20160427,book,BP20160015,,14.562942,16.362823,0.523459404706955,0.7784377932548523,0.7656001895666122
861,861,861,861,862,chair,you can hit someone with it,20160428,book,BP20160015,,8.46126,7.7070293,0.8499957174062729,0.7506233900785446,0.7616761028766632
862,862,862,862,863,chair,you can drum on it,20160429,book,BP20160015,,8.591916,9.005275,0.7849907726049423,0.91108138859272,0.7825813293457031
863,863,863,863,864,chair,use as a bookend,20160430,book,BP20160015,,8.987625,8.447067,0.7895412147045135,0.7318491339683533,0.757120206952095
864,864,864,864,865,chair,cabinet padding,20160431,book,BP20160015,,9.670391,12.237451,0.5177875757217407,0.9231296181678772,0.6647932231426239
865,865,865,865,866,chair,you can put a book upright and peer behind it,20160432,book,BP20160015,,11.321754,9.840966,0.565267413854599,0.3777765035629272,0.710932731628418
