id,response_id,eucldist_object_response,cosdist_object_response,eucldist_chair_response,cosdist_chair_response,object,response,originality_rater02,utility_rater02,surprise_rater02
134,2022040134,6.3651466,0.675155222,5.738524,0.449152231,book,prop up a wobbly table,3,4,2
135,2022040135,6.432995,0.679783374,6.514603,0.623908997,book,coaster for your cold beverage,2,5,1
136,2022040136,6.4639,0.661803752,6.342192,0.568474382,book,hold open a window,2,5,2
137,2022040137,5.9059963,0.567391515,5.9626336,0.501702875,book,can serve as a paperweight on your desk,1,5,1
138,2022040138,6.435492,0.587975919,7.5698285,0.762286618,book,You,99,99,99
139,2022040139,5.536558,0.475793183,6.2480297,0.572673798,book,Make a book into a clock by attaching clock hands to the cover,5,2,5
140,2022040140,5.7616835,0.53245315,6.466875,0.632902414,book,secret hiding place by cutting out a square hole in the center of the pages,3,5,3
141,2022040141,5.4022307,0.443046272,6.21401,0.567646652,book,Use an old book as decoration by stacking it on top of other books or placing it in an empty frame,3,3,2
142,2022040142,4.6715727,0.289000034,6.606635,0.662254006,book,Repurpose a hardcover book into a photo,3,4,3
143,2022040143,8.365611,0.847085744,8.658492,0.854830042,book,doorstop,2,5,2
144,2022040144,6.4294972,0.644518286,6.0567083,0.50439617,book,level a table,3,4,2
145,2022040145,6.4441624,0.691661537,4.979725,0.294432163,book,prop up a wobbly chair,3,4,2
146,2022040146,8.987339,0.939968154,8.695191,0.830963925,book,paperweight,2,5,1
147,2022040147,6.3468876,0.706067801,6.524104,0.659704149,book,make a papier-mâché mask or sculpture,3,3,3
148,2022040148,8.365611,0.847085744,8.658492,0.854830042,book,doorstop,2,5,2
149,2022040149,6.382291,0.639191985,6.8712573,0.683054954,book,start a fire,2,4,2
150,2022040150,6.301846,0.639425039,6.5300198,0.621394277,book,coaster for your drink,2,5,1
151,2022040151,6.0392675,0.592495978,5.79771,0.462332368,book,prop up a table or shelf,3,4,2
152,2022040152,5.8847837,0.559109539,6.3164506,0.587771177,book,cut up and made into paper airplanes or origami shapes,2,4,2
153,2022040153,8.365611,0.847085744,8.658492,0.854830042,book,doorstop,2,5,2
154,2022040154,5.9626365,0.568218052,5.705519,0.441885233,book,level a table or piece of furniture,3,4,2
155,2022040155,8.987339,0.939968154,8.695191,0.830963925,book,paperweight,2,5,1
156,2022040156,6.1410007,0.602032185,5.9744124,0.497349203,book,decorate a room or shelf,2,4,2
157,2022040157,5.9347253,0.57325995,6.3929644,0.608930379,book,used as part of a centerpieces for a party or event,2,4,2
158,2022040158,8.365611,0.847085744,8.658492,0.854830042,book,doorstop,2,5,2
159,2022040159,6.3177576,0.645355046,6.311865,0.572584033,book,level a table or other surface,3,4,2
160,2022040160,6.55575,0.695979029,6.4313164,0.595465422,book,prop open a window,2,5,2
161,2022040161,6.37816,0.673671752,6.4108553,0.603929579,book,coaster for a hot beverage,2,5,1
162,2022040162,5.858062,0.544115484,6.3760014,0.593307525,book,weight to hold down papers or other materials,2,5,1
163,2022040163,6.621957,0.690299213,6.2210894,0.567580462,fork,Use it as a back scratcher,NA,NA,NA
164,2022040164,6.5785017,0.665777743,6.6371408,0.666853547,fork,Use it to pick up small items like coins or beads,NA,NA,NA
165,2022040165,6.583297,0.670312524,6.4081693,0.61063379,fork,Use it as a hairpin or hair tie,NA,NA,NA
166,2022040166,6.3811007,0.619804084,6.555236,0.651062697,fork,Turn it into a miniature shovel for potted plants,NA,NA,NA
167,2022040167,6.56633,0.665439934,6.4898467,0.631275624,fork,Stick it in the ground to mark your spot in a park,NA,NA,NA
168,2022040168,7.1848035,0.778024301,6.409814,0.584905177,fork,back scratcher,NA,NA,NA
169,2022040169,6.5192738,0.635496736,6.7792864,0.685901999,fork,pick up small items like rice or beans,NA,NA,NA
170,2022040170,7.1344533,0.772387058,6.963441,0.717253715,fork,apply makeup such as lip gloss or mascara,NA,NA,NA
171,2022040171,6.6381392,0.673707783,6.6893945,0.673035681,fork,clean dirt and grime out of small crevices and corners,NA,NA,NA
172,2022040172,0,0,8.77234,0.821530953,fork,fork,NA,NA,NA
173,2022040173,7.9649224,0.721214265,8.392666,0.792862043,fork,eat food,NA,NA,NA
174,2022040174,6.265872,0.579380304,6.357775,0.588542521,fork,hold food while cutting it with a knife,NA,NA,NA
175,2022040175,6.814636,0.627581865,7.5110207,0.761229232,fork,spear food,NA,NA,NA
176,2022040176,6.692156,0.698201686,6.134561,0.542001545,fork,pick up food that has fallen on the floor,NA,NA,NA
177,2022040177,7.1848035,0.778024301,6.409814,0.584905177,fork,back scratcher,NA,NA,NA
178,2022040178,7.608388,0.769422889,7.2753134,0.691592336,fork,A,NA,NA,NA
179,2022040179,7.1848035,0.778024301,6.409814,0.584905177,fork,back scratcher,NA,NA,NA
180,2022040180,7.437172,0.751359165,7.1699243,0.685831338,fork,comb your hair,NA,NA,NA
181,2022040181,7.469361,0.547669321,9.51455,0.883384779,fork,toothpick,NA,NA,NA
182,2022040182,6.331878,0.573842734,6.805573,0.666955292,fork,scrape dirt off your shoes,NA,NA,NA
183,2022040183,6.5531344,0.663544536,6.5373783,0.644958287,fork,pick up small objects like paperclips or beads,NA,NA,NA
184,2022040184,0,0,8.77234,0.821530953,fork,fork,NA,NA,NA
185,2022040185,7.469361,0.547669321,9.51455,0.883384779,fork,toothpick,NA,NA,NA
186,2022040186,6.5630503,0.664441526,6.5159082,0.637891591,fork,make small holes in fabric so that you can thread ribbon or string through it to create decorations,NA,NA,NA
187,2022040187,6.3618307,0.584947139,6.868741,0.688163638,fork,makeshift chopsticks when eating rice or noodles,NA,NA,NA
188,2022040188,6.298804,0.57447955,6.6431117,0.640460461,fork,play the steel pan drums,NA,NA,NA
189,2022040189,7.608388,0.769422889,7.2753134,0.691592336,fork,A,NA,NA,NA
190,2022040190,8.5654955,0.756576911,9.503166,0.9231463,fork,hairpin,NA,NA,NA
191,2022040191,7.469361,0.547669321,9.51455,0.883384779,fork,toothpick,NA,NA,NA
192,2022040192,7.1723,0.696189433,7.622197,0.781014293,fork,remove splinters,NA,NA,NA
193,2022040193,6.828559,0.694816381,6.7075634,0.654216945,fork,clean under your fingernails,NA,NA,NA
194,2022040194,6.173996,0.572252274,6.136779,0.547415495,fork,can double as a chopstick holder.,NA,NA,NA
195,2022040195,5.10645,0.322251976,6.685916,0.685022205,fork,Use the tines of a fork,NA,NA,NA
196,2022040196,5.8412232,0.483836889,6.5764465,0.64621973,fork,Use a fork to eat soup without making a mess,NA,NA,NA
197,2022040197,5.778292,0.470118165,6.586867,0.65189302,fork,Use a fork to eat spaghetti without making a mess,NA,NA,NA
198,2022040198,5.805232,0.475731134,6.5599337,0.641935855,fork,Use a fork to eat salad without making a mess,NA,NA,NA
199,2022040199,5.986692,0.519730866,6.4764805,0.628198802,fork,Use a fork as a makeshift spoon if you don't have one handy,NA,NA,NA
200,2022040200,5.741728,0.454265296,6.3163953,0.601608783,fork,use two forks stuck together tine-side out to make impromptu chopsticks,NA,NA,NA
201,2022040201,6.183147,0.568030864,6.3715706,0.601720452,fork,Eat like a king or queen with your very own fork!,NA,NA,NA
202,2022040202,6.802398,0.728898555,6.6408997,0.670813978,fork,Use it as a bookmark!,NA,NA,NA
203,2022040203,6.3434424,0.607323408,6.3193808,0.587551236,fork,Give your pet cat or dog a bath with the help of your trusty fork,NA,NA,NA
204,2022040204,6.327992,0.615621626,6.5352817,0.658268869,fork,Get rid of pesky bugs in your home by shooing them away with a fork,NA,NA,NA
205,2022040205,6.6451936,0.689848781,6.3559575,0.599139929,fork,Cook up a storm in the kitchen with some assistance from,NA,NA,NA
206,2022040206,5.4626493,0.400129557,6.5665092,0.648669243,fork,Using a fork to eat spaghetti instead of a spoon,NA,NA,NA
207,2022040207,5.9510336,0.511188447,6.5326824,0.642782807,fork,Using a fork to apply makeup instead of a brush,NA,NA,NA
208,2022040208,5.675999,0.443969309,6.478847,0.640169472,fork,Using a fork as a backscratcher,NA,NA,NA
209,2022040209,5.8823366,0.495215952,6.4817967,0.631648868,fork,Using a fork to play the violin,NA,NA,NA
210,2022040210,5.7788777,0.470279336,6.5741954,0.648931414,fork,Using a fork to open bottles or cans,NA,NA,NA
211,2022040211,5.06886,0.325660706,6.8034663,0.693589866,fork,Using forks as chopsticks,NA,NA,NA
212,2022040212,7.4935274,0.839002594,6.8931828,0.683482975,fork,Creating art with,NA,NA,NA
213,2022040213,7.1848035,0.778024301,6.409814,0.584905177,fork,back scratcher,NA,NA,NA
214,2022040214,7.2480407,0.818405956,6.832292,0.697877347,fork,play the xylophone,NA,NA,NA
215,2022040215,7.469361,0.547669321,9.51455,0.883384779,fork,toothpick,NA,NA,NA
216,2022040216,6.059923,0.543252558,6.3352165,0.605272025,fork,If you put a rubber band around the tines of a fork it becomes a mini-trampoline for ants or other small insects,NA,NA,NA
217,2022040217,8.117995,0.687906414,7.905593,0.646502703,fork,plastic,NA,NA,NA
218,2022040218,7.1848035,0.778024301,6.409814,0.584905177,fork,back scratcher,NA,NA,NA
219,2022040219,6.6900663,0.690727144,6.5584393,0.643144459,fork,pick up food that is out of reach,NA,NA,NA
220,2022040220,7.437172,0.751359165,7.1699243,0.685831338,fork,comb your hair,NA,NA,NA
221,2022040221,8.21077,0.880606055,7.835251,0.789918244,fork,apply makeup,NA,NA,NA
222,2022040222,7.469361,0.547669321,9.51455,0.883384779,fork,toothpick,NA,NA,NA
223,2022040223,6.966242,0.719293863,7.0312676,0.722434223,fork,used to,NA,NA,NA
224,2022040224,5.7552595,0.464694083,6.539502,0.637589484,fork,Use a fork to eat food off of a plate,NA,NA,NA
225,2022040225,6.1410823,0.560017258,6.4728036,0.631948888,fork,Stick a fork in a electrical outlet to see if it is still working,NA,NA,NA
226,2022040226,5.7332587,0.459109902,6.205189,0.563967377,fork,Use a fork as a back scratcher,NA,NA,NA
227,2022040227,6.0507436,0.535497785,6.333063,0.592118979,fork,Hold a fork up to the light to see if it is bent,NA,NA,NA
228,2022040228,5.820376,0.480096817,6.588362,0.655454248,fork,Try to balance a fork on its end,NA,NA,NA
229,2022040229,7.177522,0.770607948,7.052028,0.72780928,fork,See how far you can,NA,NA,NA
230,2022040230,5.7836733,0.471289575,6.481247,0.638282001,fork,Use a fork to play the xylophone,NA,NA,NA
231,2022040231,5.7332587,0.459109902,6.205189,0.563967377,fork,Use a fork as a back scratcher,NA,NA,NA
232,2022040232,5.765488,0.466856778,6.7478747,0.689521104,fork,Use a fork to measure ingredients when cooking,NA,NA,NA
233,2022040233,5.2974057,0.367766082,6.628481,0.657213092,fork,Use a fork as a toothpick,NA,NA,NA
234,2022040234,5.788598,0.469748259,6.360638,0.584833533,fork,Curl your hair with a fork,NA,NA,NA
235,2022040235,6.212986,0.58170867,6.187972,0.560305119,fork,Make music with forks and spoons by banging them together or on surfaces like tables and,NA,NA,NA
236,2022040236,5.8369346,0.481002092,6.4520116,0.60884589,fork,Use a fork to curl your hair,NA,NA,NA
237,2022040237,5.83047,0.481339991,6.7003307,0.677192956,fork,Use a fork to apply makeup,NA,NA,NA
238,2022040238,5.6665874,0.443344593,6.651565,0.648469448,fork,Use a fork to eat ice cream,NA,NA,NA
239,2022040239,5.607082,0.431928754,6.659943,0.656294733,fork,Use a fork to clean your teeth,NA,NA,NA
240,2022040240,5.7188835,0.45478934,6.5495744,0.627825201,fork,Use a fork to brush your hair,NA,NA,NA
241,2022040241,6.1178536,0.554923087,6.203678,0.562776387,fork,Use a fork to pick up food that's fallen on the floor,NA,NA,NA
242,2022040242,5.404772,0.390681624,6.6696196,0.661538571,fork,Use a fork to open,NA,NA,NA
243,2022040243,5.941493,0.508176863,6.449105,0.61886245,fork,Use a fork to eat a cupcake without getting your hands messy,NA,NA,NA
244,2022040244,6.1704082,0.568961322,6.4601293,0.631039888,fork,Stick a fork in an electrical outlet to see if it's still working,NA,NA,NA
245,2022040245,5.798267,0.473223925,6.558306,0.63676253,fork,Use a fork to comb your hair,NA,NA,NA
246,2022040246,5.2974057,0.367766082,6.628481,0.657213092,fork,Use a fork as a toothpick,NA,NA,NA
247,2022040247,6.069927,0.5415546,6.506966,0.639904201,fork,Stick a fork in the ground to mark your spot in line,NA,NA,NA
248,2022040248,4.656198,0.261934042,6.908855,0.696517527,fork,Use a fork,NA,NA,NA
249,2022040249,5.839641,0.484475791,6.40335,0.621151268,fork,Fork art: Create fun designs and shapes using a fork as your paintbrush!,NA,NA,NA
250,2022040250,6.0943437,0.551699847,6.3687305,0.611567616,fork,Use a fork to curl your hair – no curlers necessary!,NA,NA,NA
251,2022040251,6.2975383,0.602818817,6.5761943,0.663301349,fork,Make music with your fork: tap it against different surfaces to create unique sounds,NA,NA,NA
252,2022040252,6.280756,0.591212302,6.472129,0.625864536,fork,Keep your drink cold by freezing a few forks and adding them to your glass,NA,NA,NA
253,2022040253,7.0856857,0.766196534,6.9170313,0.71106261,fork,Get rid of,NA,NA,NA
254,2022040254,5.533159,0.416180015,6.5451255,0.639163911,fork,Use a fork to eat soup instead of a spoon,NA,NA,NA
255,2022040255,5.947246,0.510142803,6.5148745,0.637654632,fork,Use a fork to apply makeup instead of a brush,NA,NA,NA
256,2022040256,5.2974057,0.367766082,6.628481,0.657213092,fork,Use a fork as a toothpick,NA,NA,NA
257,2022040257,6.018522,0.527412772,6.6373897,0.670210361,fork,Use a fork to scratch an itch you can't reach,NA,NA,NA
258,2022040258,6.261207,0.597751945,6.3832626,0.616137564,fork,Use a fork to play the piano (if the keys are big enough!),NA,NA,NA
259,2022040259,5.2100425,0.351277053,6.7290735,0.679510832,fork,Use a fork in,NA,NA,NA
260,2022040260,5.5558667,0.420790136,6.498352,0.629317582,fork,Eat cereal with a fork instead of a spoon,NA,NA,NA
261,2022040261,6.005897,0.524583071,6.472444,0.627752721,fork,Use a fork to play fetch with your dog,NA,NA,NA
262,2022040262,6.2352786,0.582245767,6.5190516,0.641385049,fork,Use a fork as a bookmark in your favorite book,NA,NA,NA
263,2022040263,6.1071424,0.550889105,6.400172,0.611847758,fork,Keep track of your keys by hanging them on a fork,NA,NA,NA
264,2022040264,5.6342945,0.437517822,6.5910797,0.657590777,fork,Use a fork to open up tightly sealed jars,NA,NA,NA
265,2022040265,5.516278,0.411401153,6.905749,0.740477175,fork,Sift flour by using a fork instead,NA,NA,NA
266,2022040266,5.533159,0.416180015,6.5451255,0.639163911,fork,Use a fork to eat soup instead of a spoon,NA,NA,NA
267,2022040267,5.957279,0.512126923,6.3955107,0.605966777,fork,Use a fork to play the piano,NA,NA,NA
268,2022040268,5.444726,0.399008811,6.662538,0.656123251,fork,Use a fork to brush your teeth,NA,NA,NA
269,2022040269,5.798267,0.473223925,6.558306,0.63676253,fork,Use a fork to comb your hair,NA,NA,NA
270,2022040270,6.1468983,0.559497446,6.529921,0.64334929,fork,Use a fork as a bookmark in your book,NA,NA,NA
271,2022040271,6.012469,0.528689504,6.2113867,0.565753549,fork,Stick forks in the ground to make a garden fence or trellis for climbing,NA,NA,NA
272,2022040272,5.8369346,0.481002092,6.4520116,0.60884589,fork,Use a fork to curl your hair,NA,NA,NA
273,2022040273,5.926782,0.504859209,6.44115,0.617296547,fork,Use a fork to eat soup without getting your hands dirty.,NA,NA,NA
274,2022040274,6.1788054,0.573370576,6.4205847,0.623946428,fork,Stick a fork in an electrical outlet to see if it’s still working.,NA,NA,NA
275,2022040275,5.7472043,0.46040839,6.2808332,0.587629378,fork,Hold a fork by the tines and use the handle to hammer in nails,NA,NA,NA
