"","id","gpt3_id","temperature","aut_object","gpt3_response"
"42",7,"cmpl-59yPeOk1Dadl9K2qbtcBmQknDu7UH",0.77,"book","stacked and used as a makeshift stool or end table"
"43",7,"cmpl-59yPeOk1Dadl9K2qbtcBmQknDu7UH",0.77,"book","If you're ever feeling losta book can act as a"
"44",8,"cmpl-59yPjn4R6xhOoKgPm64iK8kcGbDc4",0.77,"book","door stop"
"45",8,"cmpl-59yPjn4R6xhOoKgPm64iK8kcGbDc4",0.77,"book","paperweight"
"46",8,"cmpl-59yPjn4R6xhOoKgPm64iK8kcGbDc4",0.77,"book","prop up a wobbly table or chair"
"47",8,"cmpl-59yPjn4R6xhOoKgPm64iK8kcGbDc4",0.77,"book","make a makeshift stool or step stool"
"48",8,"cmpl-59yPjn4R6xhOoKgPm64iK8kcGbDc4",0.77,"book","can"
"49",9,"cmpl-59yPn4UNvYsNpZQzAYkIZElaYO5Gy",0.77,"book","doorstop"
"50",9,"cmpl-59yPn4UNvYsNpZQzAYkIZElaYO5Gy",0.77,"book","prop up a wobbly table"
"51",9,"cmpl-59yPn4UNvYsNpZQzAYkIZElaYO5Gy",0.77,"book","keep your computer screen from getting scratched"
"52",9,"cmpl-59yPn4UNvYsNpZQzAYkIZElaYO5Gy",0.77,"book","makes a great paperweight"
"53",9,"cmpl-59yPn4UNvYsNpZQzAYkIZElaYO5Gy",0.77,"book","fan yourself on a hot day"
"54",9,"cmpl-59yPn4UNvYsNpZQzAYkIZElaYO5Gy",0.77,"book","If you"
"55",10,"cmpl-59yPqFCEaAhcYUpEWRfnp097rHus1",0.78,"book","can make a great doorstop"
"56",10,"cmpl-59yPqFCEaAhcYUpEWRfnp097rHus1",0.78,"book","If you're craftyyou can turn an old book into a unique journal."
"57",10,"cmpl-59yPqFCEaAhcYUpEWRfnp097rHus1",0.78,"book","Don't have a coaster? No problem! Use a book instead"
"58",10,"cmpl-59yPqFCEaAhcYUpEWRfnp097rHus1",0.78,"book","can also be used as a paperweight to keep your papers from blowing away"
"59",10,"cmpl-59yPqFCEaAhcYUpEWRfnp097rHus1",0.78,"book","Tired of traditional placecards"
"60",11,"cmpl-59yPtlzHCZNKllLyUwK7VyA5kx0dz",0.78,"book","doorstop"
"61",11,"cmpl-59yPtlzHCZNKllLyUwK7VyA5kx0dz",0.78,"book","prop up a wobbly table"
"62",11,"cmpl-59yPtlzHCZNKllLyUwK7VyA5kx0dz",0.78,"book","kill a spider"
"63",11,"cmpl-59yPtlzHCZNKllLyUwK7VyA5kx0dz",0.78,"book","paperweight"
"64",11,"cmpl-59yPtlzHCZNKllLyUwK7VyA5kx0dz",0.78,"book","start a fire in an emergency situation"
"65",11,"cmpl-59yPtlzHCZNKllLyUwK7VyA5kx0dz",0.78,"book","can"
"66",12,"cmpl-59yPwhlYbej0ZZ97vhCtmafSY4p2A",0.78,"book","Make a book into a lampshade"
"67",12,"cmpl-59yPwhlYbej0ZZ97vhCtmafSY4p2A",0.78,"book","Use old books as wall decor in your home"
"68",12,"cmpl-59yPwhlYbej0ZZ97vhCtmafSY4p2A",0.78,"book","jewelry box"
"69",12,"cmpl-59yPwhlYbej0ZZ97vhCtmafSY4p2A",0.78,"book","Make a purse out of an old book"
"70",12,"cmpl-59yPwhlYbej0ZZ97vhCtmafSY4p2A",0.78,"book","Create a memory box by decoupaging an old book with photos and mementos"
"71",12,"cmpl-59yPwhlYbej0ZZ97vhCtmafSY4p2A",0.78,"book","Cover the top of a coffee table"
"72",13,"cmpl-59yPzZM1aaw99c6pJfULbmXj7zKGC",0.79,"book","Using a book as a doorstop"
"73",13,"cmpl-59yPzZM1aaw99c6pJfULbmXj7zKGC",0.79,"book","Tearing out pages of a book to use as confetti"
"74",13,"cmpl-59yPzZM1aaw99c6pJfULbmXj7zKGC",0.79,"book","Making a paper airplanes out of the pages of a book"
"75",13,"cmpl-59yPzZM1aaw99c6pJfULbmXj7zKGC",0.79,"book","Creating a sculpture by stacking books in an interesting way"
"76",13,"cmpl-59yPzZM1aaw99c6pJfULbmXj7zKGC",0.79,"book","Building a fort by surrounding yourself with stacked books"
"77",13,"cmpl-59yPzZM1aaw99c6pJfULbmXj7zKGC",0.79,"book","Drawing on the pages of a book"
"78",14,"cmpl-59yQ3nFTwCh0Ju7tUhCjR3uhbKnbc",0.79,"book","doorstop"
"79",14,"cmpl-59yQ3nFTwCh0Ju7tUhCjR3uhbKnbc",0.79,"book","prop up a table or other surface"
"80",14,"cmpl-59yQ3nFTwCh0Ju7tUhCjR3uhbKnbc",0.79,"book","paperweight"
"81",14,"cmpl-59yQ3nFTwCh0Ju7tUhCjR3uhbKnbc",0.79,"book","stacked and arranged to create interesting sculptures or shapes"
"82",14,"cmpl-59yQ3nFTwCh0Ju7tUhCjR3uhbKnbc",0.79,"book","cut open and its pages used as wrapping paper or for other crafts"
"83",15,"cmpl-59yQ6KeBFDs03m3DiOrFtkPWEdmK1",0.79,"book","doorstop"
"84",15,"cmpl-59yQ6KeBFDs03m3DiOrFtkPWEdmK1",0.79,"book","level a table or shelf"
"85",15,"cmpl-59yQ6KeBFDs03m3DiOrFtkPWEdmK1",0.79,"book","paperweight"
"86",15,"cmpl-59yQ6KeBFDs03m3DiOrFtkPWEdmK1",0.79,"book","prop up a window or door"
"87",15,"cmpl-59yQ6KeBFDs03m3DiOrFtkPWEdmK1",0.79,"book","make artsuch as by decoupaging it onto another surface"
"88",16,"cmpl-59yQA83xSiX0uLxUO233dkSCcDg1V",0.8,"book","Turn it into a piece of art by painting or drawing on the cover"
"89",16,"cmpl-59yQA83xSiX0uLxUO233dkSCcDg1V",0.8,"book","Use it as a doorstop"
"90",16,"cmpl-59yQA83xSiX0uLxUO233dkSCcDg1V",0.8,"book","Decorate with it by wrapping it in pretty paper and ribbon"
"91",16,"cmpl-59yQA83xSiX0uLxUO233dkSCcDg1V",0.8,"book","Cut out images from the pages to make a collage"
"92",16,"cmpl-59yQA83xSiX0uLxUO233dkSCcDg1V",0.8,"book","Make a mobile out of old books by hanging them from the ceiling with string or wire"
"93",17,"cmpl-59yQEubI50PnbC2ed2DRGlzz5mwTz",0.8,"book","Make a lamp shade out of an old book"
"94",17,"cmpl-59yQEubI50PnbC2ed2DRGlzz5mwTz",0.8,"book","Cut out the pages of an old book and use them as coasters"
"95",17,"cmpl-59yQEubI50PnbC2ed2DRGlzz5mwTz",0.8,"book","Use an old book as a door stop"
"96",17,"cmpl-59yQEubI50PnbC2ed2DRGlzz5mwTz",0.8,"book","Stack a few books together to use as a makeshift stool or table"
"97",17,"cmpl-59yQEubI50PnbC2ed2DRGlzz5mwTz",0.8,"book","Tear out the pages of an old book and use them as wall art or"
"98",18,"cmpl-59yQHVhoEhfh6tcQ6R0iFiW2zt8Bi",0.8,"book","door stop"
"99",18,"cmpl-59yQHVhoEhfh6tcQ6R0iFiW2zt8Bi",0.8,"book","start a fire"
"100",18,"cmpl-59yQHVhoEhfh6tcQ6R0iFiW2zt8Bi",0.8,"book","make paper airplanes"
"101",18,"cmpl-59yQHVhoEhfh6tcQ6R0iFiW2zt8Bi",0.8,"book","coaster for your beverage"
"102",18,"cmpl-59yQHVhoEhfh6tcQ6R0iFiW2zt8Bi",0.8,"book","given as a gifteven if you haven't read it yet!"
"103",18,"cmpl-59yQHVhoEhfh6tcQ6R0iFiW2zt8Bi",0.8,"book","A"
"104",19,"cmpl-59yQLBAmoJlusWtDBmMlzl0gpifCj",0.65,"fork","back scratcher"
"105",19,"cmpl-59yQLBAmoJlusWtDBmMlzl0gpifCj",0.65,"fork","remove lint from clothing"
"106",19,"cmpl-59yQLBAmoJlusWtDBmMlzl0gpifCj",0.65,"fork","toothpick"
"107",19,"cmpl-59yQLBAmoJlusWtDBmMlzl0gpifCj",0.65,"fork","apply makeupsuch as mascara or lipstick."
"108",19,"cmpl-59yQLBAmoJlusWtDBmMlzl0gpifCj",0.65,"fork","style hairsuch as in braids or upd"
"109",20,"cmpl-59yQOBRnDIgoPxtl0iZBI8Kty9nl8",0.65,"fork","Use a fork to eat cake without getting your hands dirty"
"110",20,"cmpl-59yQOBRnDIgoPxtl0iZBI8Kty9nl8",0.65,"fork","Stick a fork in an electrical outlet to see if it's still working"
"111",20,"cmpl-59yQOBRnDIgoPxtl0iZBI8Kty9nl8",0.65,"fork","Use a fork to test the doneness of meat"
"112",20,"cmpl-59yQOBRnDIgoPxtl0iZBI8Kty9nl8",0.65,"fork","Hold a fork like a microphone and give impromptu speeches"
"113",20,"cmpl-59yQOBRnDIgoPxtl0iZBI8Kty9nl8",0.65,"fork","Juggle forks with friends for entertainment"
"114",20,"cmpl-59yQOBRnDIgoPxtl0iZBI8Kty9nl8",0.65,"fork","Make music with"
"115",21,"cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5",0.65,"fork","Fork as a bookmark"
"116",21,"cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5",0.65,"fork","Use fork to apply makeup"
"117",21,"cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5",0.65,"fork","Paint with a fork"
"118",21,"cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5",0.65,"fork","Draw with a fork"
"119",21,"cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5",0.65,"fork","Eat an entire meal with a fork"
"120",21,"cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5",0.65,"fork","Cook with a fork"
"121",21,"cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5",0.65,"fork","Clean with a fork"
"122",21,"cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5",0.65,"fork","Decorate with a fork"
"123",21,"cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5",0.65,"fork","Play music with a fork"
"124",21,"cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5",0.65,"fork","Use as a utensil"
"125",22,"cmpl-59yQUX94gZwoEVKJ3agTr74VCxKeh",0.66,"fork","Use a fork to eat soup without making a mess"
"126",22,"cmpl-59yQUX94gZwoEVKJ3agTr74VCxKeh",0.66,"fork","Stick a fork in your hair to hold it back while you cook"
"127",22,"cmpl-59yQUX94gZwoEVKJ3agTr74VCxKeh",0.66,"fork","Use a fork to play the drums"
"128",22,"cmpl-59yQUX94gZwoEVKJ3agTr74VCxKeh",0.66,"fork","Use a fork to open a bottle of beer"
"129",22,"cmpl-59yQUX94gZwoEVKJ3agTr74VCxKeh",0.66,"fork","Use a fork as a bookmark in your favorite book"
"130",22,"cmpl-59yQUX94gZwoEVKJ3agTr74VCxKeh",0.66,"fork","Stick a few forks in the ground"
"131",23,"cmpl-59yQXu3UYI29IndH5n0C9QgqxQAUr",0.66,"fork","Pick up leaves with a fork"
"132",23,"cmpl-59yQXu3UYI29IndH5n0C9QgqxQAUr",0.66,"fork","Make a mini garden rake"
"133",23,"cmpl-59yQXu3UYI29IndH5n0C9QgqxQAUr",0.66,"fork","Scrape the bottom of your shoes with a fork"
"134",23,"cmpl-59yQXu3UYI29IndH5n0C9QgqxQAUr",0.66,"fork","Get lint out of your clothes with a fork"
"135",23,"cmpl-59yQXu3UYI29IndH5n0C9QgqxQAUr",0.66,"fork","Curl your hair with a fork (tines facing in)"
"136",23,"cmpl-59yQXu3UYI29IndH5n0C9QgqxQAUr",0.66,"fork","Use as chopsticks!"
"137",23,"cmpl-59yQXu3UYI29IndH5n0C9QgqxQAUr",0.66,"fork","Eat spaghetti like Lady"
"138",24,"cmpl-59yQcLCdVJkTgq0PnFY4gTc695mRZ",0.66,"fork","Use a fork to eat your cereal instead of a spoon"
"139",24,"cmpl-59yQcLCdVJkTgq0PnFY4gTc695mRZ",0.66,"fork","Stick a fork in an electrical outlet to see if it's still working"
"140",24,"cmpl-59yQcLCdVJkTgq0PnFY4gTc695mRZ",0.66,"fork","Use a fork as a comb for your hair"
"141",24,"cmpl-59yQcLCdVJkTgq0PnFY4gTc695mRZ",0.66,"fork","Use a fork to play the piano"
"142",24,"cmpl-59yQcLCdVJkTgq0PnFY4gTc695mRZ",0.66,"fork","Stick forks into the ground to make garden markers"
"143",24,"cmpl-59yQcLCdVJkTgq0PnFY4gTc695mRZ",0.66,"fork","Make wind chimes out of"
"144",25,"cmpl-59yQgge4lJCoANiACsRX2AMbQJjCj",0.77,"fork","Use a fork to eat soup without making a mess"
"145",25,"cmpl-59yQgge4lJCoANiACsRX2AMbQJjCj",0.77,"fork","Use a fork to stir your coffee or tea"
"146",25,"cmpl-59yQgge4lJCoANiACsRX2AMbQJjCj",0.77,"fork","Use a fork to eat yogurt without getting your hands messy"
"147",25,"cmpl-59yQgge4lJCoANiACsRX2AMbQJjCj",0.77,"fork","Use a fork to get the last bit of ketchup out of the bottle"
"148",25,"cmpl-59yQgge4lJCoANiACsRX2AMbQJjCj",0.77,"fork","Use a fork to eat ice cream without dripping it all over yourself"
"149",26,"cmpl-59yQkIKSqxqQnIUEZhuNVQvkADELj",0.77,"fork","eat foodof course!"
"150",26,"cmpl-59yQkIKSqxqQnIUEZhuNVQvkADELj",0.77,"fork","play the forks - a musical instrument made by rubbing two metal forks together"
"151",26,"cmpl-59yQkIKSqxqQnIUEZhuNVQvkADELj",0.77,"fork","hold back your hair while you're washing your face"
"152",26,"cmpl-59yQkIKSqxqQnIUEZhuNVQvkADELj",0.77,"fork","dig in the dirt - great for small planting jobs"
"153",26,"cmpl-59yQkIKSqxqQnIUEZhuNVQvkADELj",0.77,"fork","miniature sundae - perfect for when you're craving something sweet but don't want to"
"154",27,"cmpl-59yQp1CEjEldmRnr4EScobvJeZK62",0.77,"fork","bookmark"
"155",27,"cmpl-59yQp1CEjEldmRnr4EScobvJeZK62",0.77,"fork","hold down a stack of papers"
"156",27,"cmpl-59yQp1CEjEldmRnr4EScobvJeZK62",0.77,"fork","scrape dirt off your shoes"
"157",27,"cmpl-59yQp1CEjEldmRnr4EScobvJeZK62",0.77,"fork","pick up small objects like coins or beads"
"158",27,"cmpl-59yQp1CEjEldmRnr4EScobvJeZK62",0.77,"fork","hairpin or bobby pin"
"159",28,"cmpl-59yQtsvXwW0njm8gXQFJeXv6u3Ny6",0.78,"fork","Use a fork to comb your hair"
"160",28,"cmpl-59yQtsvXwW0njm8gXQFJeXv6u3Ny6",0.78,"fork","Use a fork as a toothpick"
"161",28,"cmpl-59yQtsvXwW0njm8gXQFJeXv6u3Ny6",0.78,"fork","Stick a fork in an electrical outlet to see if it's still working"
"162",28,"cmpl-59yQtsvXwW0njm8gXQFJeXv6u3Ny6",0.78,"fork","Use a fork to pick up small items like paperclips or coins off the floor"
"163",28,"cmpl-59yQtsvXwW0njm8gXQFJeXv6u3Ny6",0.78,"fork","Put a rubber band around the end of a fork and use it as a sl"
"164",29,"cmpl-59yQwHV6vCOakJVZ1CHiqG682ktNg",0.78,"fork","back scratcher"
"165",29,"cmpl-59yQwHV6vCOakJVZ1CHiqG682ktNg",0.78,"fork","pick up small items like coins or beads"
"166",29,"cmpl-59yQwHV6vCOakJVZ1CHiqG682ktNg",0.78,"fork","fluff up a pillow"
"167",29,"cmpl-59yQwHV6vCOakJVZ1CHiqG682ktNg",0.78,"fork","mix paints together"
"168",29,"cmpl-59yQwHV6vCOakJVZ1CHiqG682ktNg",0.78,"fork","hairpin or hair tie"
"169",30,"cmpl-59yR0KAeBWyKIom3Ru5Zw3lv9SAPq",0.78,"fork","stir a drink"
"170",30,"cmpl-59yR0KAeBWyKIom3Ru5Zw3lv9SAPq",0.78,"fork","eat food with one hand"
"171",30,"cmpl-59yR0KAeBWyKIom3Ru5Zw3lv9SAPq",0.78,"fork","hold food while cutting it with a knife"
"172",30,"cmpl-59yR0KAeBWyKIom3Ru5Zw3lv9SAPq",0.78,"fork","makeshift toothpick"
"173",30,"cmpl-59yR0KAeBWyKIom3Ru5Zw3lv9SAPq",0.78,"fork","play the piano (by pressing on the tines"
"174",31,"cmpl-59yR6IGKESjByzO1qGnZld0AJaqz7",0.79,"fork","play the xylophone"
"175",31,"cmpl-59yR6IGKESjByzO1qGnZld0AJaqz7",0.79,"fork","toothpick."
"176",31,"cmpl-59yR6IGKESjByzO1qGnZld0AJaqz7",0.79,"fork","If you bend a forkyou can use it as a curling iron for your hair."
"177",31,"cmpl-59yR6IGKESjByzO1qGnZld0AJaqz7",0.79,"fork","eat soup without making a mess"
"178",31,"cmpl-59yR6IGKESjByzO1qGnZld0AJaqz7",0.79,"fork","comb your hair"
"179",32,"cmpl-59yR9cLdTgNszzxAPHHMxTJaSOxVp",0.79,"fork","Use a fork to make patterns in sand or dirt"
"180",32,"cmpl-59yR9cLdTgNszzxAPHHMxTJaSOxVp",0.79,"fork","Stick a fork in a potted plant to help support it"
"181",32,"cmpl-59yR9cLdTgNszzxAPHHMxTJaSOxVp",0.79,"fork","Use a fork as a bookmark"
"182",32,"cmpl-59yR9cLdTgNszzxAPHHMxTJaSOxVp",0.79,"fork","Hang forks on a string to make wind chimes or mobile art"
"183",32,"cmpl-59yR9cLdTgNszzxAPHHMxTJaSOxVp",0.79,"fork","Make music with forks by tapping them on different surfaces – experiment with different sounds!"
"184",33,"cmpl-59yRDVaQRerSxPHw5w2J42In6nOuj",0.79,"fork","bookmark"
"185",33,"cmpl-59yRDVaQRerSxPHw5w2J42In6nOuj",0.79,"fork","make music by hitting it against different surfaces"
"186",33,"cmpl-59yRDVaQRerSxPHw5w2J42In6nOuj",0.79,"fork","toothpick"
"187",33,"cmpl-59yRDVaQRerSxPHw5w2J42In6nOuj",0.79,"fork","eat food without getting your hands dirty"
"188",33,"cmpl-59yRDVaQRerSxPHw5w2J42In6nOuj",0.79,"fork","play with your food before you eat it"
"189",34,"cmpl-59yRGy3JQfUzn0g36zZMVjgD585DM",0.8,"fork","Eating food with a fork"
"190",34,"cmpl-59yRGy3JQfUzn0g36zZMVjgD585DM",0.8,"fork","Picking up food that has fallen on the floor"
"191",34,"cmpl-59yRGy3JQfUzn0g36zZMVjgD585DM",0.8,"fork","Using a fork to hold a piece of food while cutting it with a knife"
"192",34,"cmpl-59yRGy3JQfUzn0g36zZMVjgD585DM",0.8,"fork","Spear vegetables or fruit for juicing or smoothies"
"193",34,"cmpl-59yRGy3JQfUzn0g36zZMVjgD585DM",0.8,"fork","Twirling pasta around a fork before eating it"
"194",34,"cmpl-59yRGy3JQfUzn0g36zZMVjgD585DM",0.8,"fork","Making patterns in soft foods like mashed potatoes"
"195",34,"cmpl-59yRGy3JQfUzn0g36zZMVjgD585DM",0.8,"fork","Mix"
"196",35,"cmpl-59yRLA523w3plqAXDQYHxvOKhwpa5",0.8,"fork","Pick up small things like beads or glitter"
"197",35,"cmpl-59yRLA523w3plqAXDQYHxvOKhwpa5",0.8,"fork","Stir a drink"
"198",35,"cmpl-59yRLA523w3plqAXDQYHxvOKhwpa5",0.8,"fork","Eat spaghetti"
"199",35,"cmpl-59yRLA523w3plqAXDQYHxvOKhwpa5",0.8,"fork","Hold onto foods like chicken wings so you don't make a mess"
"200",35,"cmpl-59yRLA523w3plqAXDQYHxvOKhwpa5",0.8,"fork","Help cut soft foods"
"201",35,"cmpl-59yRLA523w3plqAXDQYHxvOKhwpa5",0.8,"fork","Use as a back scratcher"
"202",35,"cmpl-59yRLA523w3plqAXDQYHxvOKhwpa5",0.8,"fork","Make music- use as drumsticks on pots and pans"
"203",35,"cmpl-59yRLA523w3plqAXDQYHxvOKhwpa5",0.8,"fork","Garden tool- help loosen"
"204",36,"cmpl-59yRPWbNnWM3F9JmgHccub0konNBc",0.8,"fork","Use a fork to add extra flavor to your cooking by marinating meat or poultry in a flavorful sauce before grilling or baking"
"205",36,"cmpl-59yRPWbNnWM3F9JmgHccub0konNBc",0.8,"fork","Get creative with breakfast and make eggs benedict on a waffle for a delicious and unique twist"
"206",36,"cmpl-59yRPWbNnWM3F9JmgHccub0konNBc",0.8,"fork","Create elegant hors d'oeuvres by spearing fruitcheeseand other bite-sized foods on toothp"
"207",37,"cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is",0.65,"tin can","telephone"
"208",37,"cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is",0.65,"tin can","candle holder"
"209",37,"cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is",0.65,"tin can","vase"
"210",37,"cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is",0.65,"tin can","pencil holder"
"211",37,"cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is",0.65,"tin can","An ashtray"
"212",37,"cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is",0.65,"tin can","coin bank"
"213",37,"cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is",0.65,"tin can","doorstop"
"214",37,"cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is",0.65,"tin can","paperweight"
"215",37,"cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is",0.65,"tin can","bird feeder"
"216",37,"cmpl-59yRSXOeZw4YuFQoz76O6ILTti5Is",0.65,"tin can","planter"
"217",38,"cmpl-59yRVpZuAwaoWw73EtoUBJW7fg5Lh",0.65,"tin can","vase for flowers"
"218",38,"cmpl-59yRVpZuAwaoWw73EtoUBJW7fg5Lh",0.65,"tin can","pencil holder"
"219",38,"cmpl-59yRVpZuAwaoWw73EtoUBJW7fg5Lh",0.65,"tin can","hold paintbrushes"
"220",38,"cmpl-59yRVpZuAwaoWw73EtoUBJW7fg5Lh",0.65,"tin can","store small items such as paperclips or buttons"
"221",38,"cmpl-59yRVpZuAwaoWw73EtoUBJW7fg5Lh",0.65,"tin can","coin bank"
"222",39,"cmpl-59yRZnb6HBojt6uDGgjAu4pIyBTBJ",0.65,"tin can","vase"
"223",39,"cmpl-59yRZnb6HBojt6uDGgjAu4pIyBTBJ",0.65,"tin can","Cut the top off of a tin can and use it as a pencil holder"
"224",39,"cmpl-59yRZnb6HBojt6uDGgjAu4pIyBTBJ",0.65,"tin can","Use a tin can as a planter for small plants or succulents"
"225",39,"cmpl-59yRZnb6HBojt6uDGgjAu4pIyBTBJ",0.65,"tin can","Make a wind chime out of a few tin cans and some string or fishing line"
"226",39,"cmpl-59yRZnb6HBojt6uDGgjAu4pIyBTBJ",0.65,"tin can","Turn a tin"
"227",40,"cmpl-59yRfMSgH8Q9qVHZ6JBRKPw0XscHX",0.66,"tin can","could be used as a vase for flowers"
"228",40,"cmpl-59yRfMSgH8Q9qVHZ6JBRKPw0XscHX",0.66,"tin can","a pencil holder on a desk"
"229",40,"cmpl-59yRfMSgH8Q9qVHZ6JBRKPw0XscHX",0.66,"tin can","could be used to hold paintbrushes in an artist's studio"
"230",40,"cmpl-59yRfMSgH8Q9qVHZ6JBRKPw0XscHX",0.66,"tin can","a coin bank"
"231",40,"cmpl-59yRfMSgH8Q9qVHZ6JBRKPw0XscHX",0.66,"tin can","telephone could be made by punching holes in two cans"
"232",41,"cmpl-59yRiLY9wu9D9rvsBLagcf3e4pDKV",0.66,"tin can","could be used as a planter for small plants or herbs"
"233",41,"cmpl-59yRiLY9wu9D9rvsBLagcf3e4pDKV",0.66,"tin can","could be used as a pencil holder on a desk"
"234",41,"cmpl-59yRiLY9wu9D9rvsBLagcf3e4pDKV",0.66,"tin can","could be used to hold paintbrushes in an artist's studio"
