"user_id","temperature","human","exp_condition","respondent_id","response_id","object","response","cos_dist_objc_resp"
"cmpl-5kwPuIencVraOk7H7ZJMAVM2Q7gIJ","0.6","0","5","202208005","2022080030","book","propped open d f",0.795487552881241
"cmpl-5kwPyM9Z2klC9O76V8i6K4XgaRk6v","0.6","0","1","202208006","2022080032","fork","apply makeup",0.880606047809124
"cmpl-5kwPyM9Z2klC9O76V8i6K4XgaRk6v","0.6","0","1","202208006","2022080033","fork","back scratcher",0.910824082791805
"cmpl-5kwPyM9Z2klC9O76V8i6K4XgaRk6v","0.6","0","1","202208006","2022080034","fork","open door knob",0.646736413240433
"cmpl-5kwPyM9Z2klC9O76V8i6K4XgaRk6v","0.6","0","1","202208006","2022080035","fork","Stick forks in the ground garden markers",0.39755117893219
"cmpl-5kwPyM9Z2klC9O76V8i6K4XgaRk6v","0.6","0","1","202208006","2022080036","fork","different sized forks cdle holders",0.41733717918396
"cmpl-5kwPyM9Z2klC9O76V8i6K4XgaRk6v","0.6","0","1","202208006","2022080037","fork","Hg forks on the wall decorative pieces",0.448168277740479
"cmpl-5kwPyM9Z2klC9O76V8i6K4XgaRk6v","0.6","0","1","202208006","2022080038","fork","wind chimes out of forks",0.423889756202698
"cmpl-5kwQ1kyUKdYsEQnU1ZXXc8kvcNOjg","0.6","0","2","202208007","2022080040","fork","back scratcher",0.910824082791805
"cmpl-5kwQ1kyUKdYsEQnU1ZXXc8kvcNOjg","0.6","0","2","202208007","2022080041","fork","Stick it in between the slats of blind hold the blind open",0.676774203777313
"cmpl-5kwQ1kyUKdYsEQnU1ZXXc8kvcNOjg","0.6","0","2","202208007","2022080042","fork","play the xylophone",0.881894558668137
"cmpl-5kwQ3noNvNRcA0ZCdo8MEC5olQQOe","0.6","0","3","202208008","2022080044","fork","patterns in the sd",0.821947231888771
"cmpl-5kwQ3noNvNRcA0ZCdo8MEC5olQQOe","0.6","0","3","202208008","2022080045","fork","Hg fork on the wall part of sculpture or art piece",0.475101590156555
"cmpl-5kwQ3noNvNRcA0ZCdo8MEC5olQQOe","0.6","0","3","202208008","2022080046","fork","gardening tool help aerate soil",0.710317045450211
"cmpl-5kwQ3noNvNRcA0ZCdo8MEC5olQQOe","0.6","0","3","202208008","2022080047","fork","Bend fork inshape d bookmark",0.371695816516876
"cmpl-5kwQ3noNvNRcA0ZCdo8MEC5olQQOe","0.6","0","3","202208008","2022080048","fork","Wrap wire around fork makeshift tenna",0.332297623157501
"cmpl-5kwQ7dCjOOQ1W1vJc1oAnObcP93LB","0.6","0","4","202208009","2022080050","fork","Digging in the sd or dirt",0.618329554796219
"cmpl-5kwQ7dCjOOQ1W1vJc1oAnObcP93LB","0.6","0","4","202208009","2022080051","fork","Picking up small objects",0.684815615415573
"cmpl-5kwQ7dCjOOQ1W1vJc1oAnObcP93LB","0.6","0","4","202208009","2022080052","fork","Making design in piece of soap",0.672722905874252
"cmpl-5kwQ7dCjOOQ1W1vJc1oAnObcP93LB","0.6","0","4","202208009","2022080053","fork","Scraping paint off surface",0.644279628992081
"cmpl-5kwQ7dCjOOQ1W1vJc1oAnObcP93LB","0.6","0","4","202208009","2022080054","fork","Hging picture on the wall",0.826600700616837
"cmpl-5kwQ7dCjOOQ1W1vJc1oAnObcP93LB","0.6","0","4","202208009","2022080055","fork","Mixing ingredients together",0.729856014251709
"cmpl-5kwQ7dCjOOQ1W1vJc1oAnObcP93LB","0.6","0","4","202208009","2022080056","fork","Measuring ingredients",0.717053353786469
"cmpl-5kwQ7dCjOOQ1W1vJc1oAnObcP93LB","0.6","0","4","202208009","2022080057","fork","Serving food",0.710873961448669
"cmpl-5kwQAS8xejMRzG7uTCVLnQVgIXLoC","0.6","0","5","202208010","2022080059","fork","hairpin",0.756576910614967
"cmpl-5kwQAS8xejMRzG7uTCVLnQVgIXLoC","0.6","0","5","202208010","2022080060","fork","Stick it in potted plt makeshift trellis for vines",0.704799979925156
"cmpl-5kwQAS8xejMRzG7uTCVLnQVgIXLoC","0.6","0","5","202208010","2022080061","fork","miniature grappling hook",0.698934435844421
"cmpl-5kwQAS8xejMRzG7uTCVLnQVgIXLoC","0.6","0","5","202208010","2022080062","fork","eat food off of sharp surfaces without cutting yourself",0.595954060554504
"cmpl-5kwQC5dUlKpTltkMJKOYn20mCWPoK","0.6","0","1","202208011","2022080064","tin can","vase for flowers",0.653326004743576
"cmpl-5kwQC5dUlKpTltkMJKOYn20mCWPoK","0.6","0","1","202208011","2022080065","tin can","bird feeder",0.693797528743744
"cmpl-5kwQC5dUlKpTltkMJKOYn20mCWPoK","0.6","0","1","202208011","2022080066","tin can","plter for small plts or herbs",0.703822702169418
"cmpl-5kwQC5dUlKpTltkMJKOYn20mCWPoK","0.6","0","1","202208011","2022080067","tin can","hold pens d pencils on desk",0.611236423254013
"cmpl-5kwQC5dUlKpTltkMJKOYn20mCWPoK","0.6","0","1","202208011","2022080068","tin can","painted d decorative piece in room.",0.544072449207306
"cmpl-5kwQGAX1QHkDx0QO5kDh9LnpKqX4X","0.6","0","2","202208012","2022080071","tin can","cdle holder",0.675841599702835
"cmpl-5kwQGAX1QHkDx0QO5kDh9LnpKqX4X","0.6","0","2","202208012","2022080072","tin can","miniature greenho",0.581921458244324
"cmpl-5kwQGAX1QHkDx0QO5kDh9LnpKqX4X","0.6","0","2","202208012","2022080073","tin can","plter",1
"cmpl-5kwQGAX1QHkDx0QO5kDh9LnpKqX4X","0.6","0","2","202208012","2022080074","tin can","bird feeder",0.693797528743744
"cmpl-5kwQGAX1QHkDx0QO5kDh9LnpKqX4X","0.6","0","2","202208012","2022080075","tin can","wind chime",0.711563646793365
"cmpl-5kwQJz0j5PBoQ5LqFFS1X2M2V1twC","0.6","0","3","202208013","2022080077","tin can","cdle holder",0.675841599702835
"cmpl-5kwQJz0j5PBoQ5LqFFS1X2M2V1twC","0.6","0","3","202208013","2022080078","tin can","miniature windmill",0.645582765340805
"cmpl-5kwQJz0j5PBoQ5LqFFS1X2M2V1twC","0.6","0","3","202208013","2022080079","tin can","bird feeder.",0.67735767364502
"cmpl-5kwQJz0j5PBoQ5LqFFS1X2M2V1twC","0.6","0","3","202208013","2022080080","tin can","picture frame.",0.7113416492939
"cmpl-5kwQJz0j5PBoQ5LqFFS1X2M2V1twC","0.6","0","3","202208013","2022080081","tin can","vase for flowers or other plts",0.688162505626678
"cmpl-5kwQNH2igxjsKHxyVjwKiIt00S8of","0.6","0","4","202208014","2022080083","tin can","plter for small plts or herbs",0.703822702169418
"cmpl-5kwQNH2igxjsKHxyVjwKiIt00S8of","0.6","0","4","202208014","2022080084","tin can","fun d festive vase for flowers or other decorations",0.573992013931274
"cmpl-5kwQNH2igxjsKHxyVjwKiIt00S8of","0.6","0","4","202208014","2022080085","tin can","unique wind chime by hging different sizes d shapes of tin cs from string or rod",0.452142894268036
"cmpl-5kwQNH2igxjsKHxyVjwKiIt00S8of","0.6","0","4","202208014","2022080086","tin can","your own mini-fire pit by filling large tin c with sd d placing small stones or rocks around it contain the fire",0.438875675201416
"cmpl-5kwQNH2igxjsKHxyVjwKiIt00S8of","0.6","0","4","202208014","2022080087","tin can","smaller tin cs hold spices in your kitchen or create cute little gift boxes filled with treats like cdies or cookies",0.419642508029938
"cmpl-5kwQThMRuPmnzhAawBmQ6TIX1yppy","0.6","0","5","202208015","2022080089","tin can","Bird feeder",0.693797528743744
"cmpl-5kwQThMRuPmnzhAawBmQ6TIX1yppy","0.6","0","5","202208015","2022080090","tin can","Cdle holder",0.675841599702835
"cmpl-5kwQThMRuPmnzhAawBmQ6TIX1yppy","0.6","0","5","202208015","2022080091","tin can","Flower pot",0.582794994115829
"cmpl-5kwQThMRuPmnzhAawBmQ6TIX1yppy","0.6","0","5","202208015","2022080092","tin can","Pencil holder",0.612567871809006
"cmpl-5kwQThMRuPmnzhAawBmQ6TIX1yppy","0.6","0","5","202208015","2022080093","tin can","Spice container",0.53862988948822
"cmpl-5kwQThMRuPmnzhAawBmQ6TIX1yppy","0.6","0","5","202208015","2022080094","tin can","Soap dispenser",0.556195467710495
"cmpl-5kwQThMRuPmnzhAawBmQ6TIX1yppy","0.6","0","5","202208015","2022080095","tin can","Toothbrush holder",0.663378864526749
"cmpl-5kwQThMRuPmnzhAawBmQ6TIX1yppy","0.6","0","5","202208015","2022080096","tin can","Watering c",0.673870295286179
"cmpl-5kwQVUwexXvmL6st7PAd5OhtFnDEf","0.65","0","1","202208016","2022080098","book","doorstop",0.847085744142532
"cmpl-5kwQVUwexXvmL6st7PAd5OhtFnDEf","0.65","0","1","202208016","2022080099","book","If is hollowed out it c store valuables",0.827261447906494
"cmpl-5kwQVUwexXvmL6st7PAd5OhtFnDEf","0.65","0","1","202208016","2022080100","book","ripped apart d kindling for fire",0.740850150585175
"cmpl-5kwQVUwexXvmL6st7PAd5OhtFnDEf","0.65","0","1","202208016","2022080101","book","given away or donated someone who needs it",0.60801637172699
"cmpl-5kwQVUwexXvmL6st7PAd5OhtFnDEf","0.65","0","1","202208016","2022080102","book","serve inspiration for piece of art",0.521953284740448
"cmpl-5kwQVUwexXvmL6st7PAd5OhtFnDEf","0.65","0","1","202208016","2022080103","book","weapon (e.g. by hitting someone with it)",0.810051098465919
"cmpl-5kwQVUwexXvmL6st7PAd5OhtFnDEf","0.65","0","1","202208016","2022080104","book","read aloud entertain others or oneself",0.514949947595596
"cmpl-5kwQVUwexXvmL6st7PAd5OhtFnDEf","0.65","0","1","202208016","2022080105","book","provide comfort in difficult times",0.659562826156616
"cmpl-5kwQbitYIvoqPg6Zj5urUfdmzHj0P","0.65","0","2","202208017","2022080107","book","door stop",0.734890162944794
"cmpl-5kwQbitYIvoqPg6Zj5urUfdmzHj0P","0.65","0","2","202208017","2022080108","book","level table.",0.659348636865616
"cmpl-5kwQbitYIvoqPg6Zj5urUfdmzHj0P","0.65","0","2","202208017","2022080109","book","If is hollowed out it c hide small objects like jewelry.",0.665544778108597
"cmpl-5kwQbitYIvoqPg6Zj5urUfdmzHj0P","0.65","0","2","202208017","2022080110","book","paperweight.",0.77080999314785
"cmpl-5kwQbitYIvoqPg6Zj5urUfdmzHj0P","0.65","0","2","202208017","2022080111","book","Books for decoration purposes by stacking them or placing them on shelves.",0.522987902164459
"cmpl-5kwQbitYIvoqPg6Zj5urUfdmzHj0P","0.65","0","2","202208017","2022080112","book","Old books recycled d made injournals or sketchbooks.",0.431806445121765
"cmpl-5kwQbitYIvoqPg6Zj5urUfdmzHj0P","0.65","0","2","202208017","2022080113","book","The pages of also be ripped out d for various art projects",0.498032867908478
"cmpl-5kwQiAL4ZtKdt2mFqKkHU7cLxOWxC","0.65","0","3","202208018","2022080115","book","paperweight keep papers from flying away",0.58233505487442
"cmpl-5kwQiAL4ZtKdt2mFqKkHU7cLxOWxC","0.65","0","3","202208018","2022080116","book","doorstop hold door open",0.679112792015076
"cmpl-5kwQiAL4ZtKdt2mFqKkHU7cLxOWxC","0.65","0","3","202208018","2022080117","book","raise computer screen so that it is at eye level",0.673557817935944
"cmpl-5kwQiAL4ZtKdt2mFqKkHU7cLxOWxC","0.65","0","3","202208018","2022080118","book","shelf for other objects",0.708111137151718
"cmpl-5kwQiAL4ZtKdt2mFqKkHU7cLxOWxC","0.65","0","3","202208018","2022080119","book","cut in half d two separate halves of whole (i.e. two people could the halves of the same book their own personal journals)",0.522549510002136
"cmpl-5kwQmjrihmtkRANmlhTnkGd04nlQA","0.65","0","4","202208019","2022080121","book","paperweight keep papers from blowing away",0.628199756145477
"cmpl-5kwQmjrihmtkRANmlhTnkGd04nlQA","0.65","0","4","202208019","2022080122","book","doorstop keep door open",0.713853746652603
"cmpl-5kwQmjrihmtkRANmlhTnkGd04nlQA","0.65","0","4","202208019","2022080123","book","coaster for glasses or cups",0.839094132184982
"cmpl-5kwQmjrihmtkRANmlhTnkGd04nlQA","0.65","0","4","202208019","2022080124","book","prop up computer screen so that it is at eye level",0.694027751684189
"cmpl-5kwQmjrihmtkRANmlhTnkGd04nlQA","0.65","0","4","202208019","2022080125","book","decoration on coffee table or shelf",0.690209269523621
"cmpl-5kwQpkfRx8kvUcUPnXwZXGtZXawB5","0.65","0","5","202208020","2022080127","book","doorstop",0.847085744142532
"cmpl-5kwQpkfRx8kvUcUPnXwZXGtZXawB5","0.65","0","5","202208020","2022080128","book","paperweight",0.939968150109053
"cmpl-5kwQpkfRx8kvUcUPnXwZXGtZXawB5","0.65","0","5","202208020","2022080129","book","coaster",0.862543433904648
"cmpl-5kwQpkfRx8kvUcUPnXwZXGtZXawB5","0.65","0","5","202208020","2022080130","book","decoration",0.86568520963192
"cmpl-5kwQpkfRx8kvUcUPnXwZXGtZXawB5","0.65","0","5","202208020","2022080131","book","conversation starter",0.673981755971909
"cmpl-5kwQrJZQXD12IgWC3OPyfmAnYeeDk","0.65","0","1","202208021","2022080133","fork","Eat spaghetti with fork",0.290664374828339
"cmpl-5kwQrJZQXD12IgWC3OPyfmAnYeeDk","0.65","0","1","202208021","2022080134","fork","patterns in mashed potatoes",0.677738130092621
"cmpl-5kwQrJZQXD12IgWC3OPyfmAnYeeDk","0.65","0","1","202208021","2022080135","fork","spear olives or other small snacks with fork hors d'oeuvres",0.49650377035141
"cmpl-5kwQrJZQXD12IgWC3OPyfmAnYeeDk","0.65","0","1","202208021","2022080136","fork","fluff rice while it's cooking",0.659128814935684
"cmpl-5kwQrJZQXD12IgWC3OPyfmAnYeeDk","0.65","0","1","202208021","2022080137","fork","shovel scoop up leaves",0.498066008090973
"cmpl-5kwQrJZQXD12IgWC3OPyfmAnYeeDk","0.65","0","1","202208021","2022080138","fork","bend the tines of fork backwards d ashair pick",0.255433440208435
"cmpl-5kwQvjIhZjeajlrYDerazwMibWsDZ","0.65","0","2","202208022","2022080140","fork","microphone",0.813401028513908
"cmpl-5kwQvjIhZjeajlrYDerazwMibWsDZ","0.65","0","2","202208022","2022080141","fork","Hg forks on wall wind chime",0.412449777126312
"cmpl-5kwQvjIhZjeajlrYDerazwMibWsDZ","0.65","0","2","202208022","2022080142","fork","garden stake",0.748276501893997
"cmpl-5kwQvjIhZjeajlrYDerazwMibWsDZ","0.65","0","2","202208022","2022080143","fork","Decorate with paint or jewels",0.785860061645508
"cmpl-5kwQvjIhZjeajlrYDerazwMibWsDZ","0.65","0","2","202208022","2022080144","fork","magnet by attaching metal object",0.664303928613663
"cmpl-5kwQvjIhZjeajlrYDerazwMibWsDZ","0.65","0","2","202208022","2022080145","fork","puppets with forks d other utensils",0.420037865638733
"cmpl-5kwQyokCwbo8cj4WRbmHRQgVWvfZK","0.65","0","3","202208023","2022080147","fork","scrape the last bit of food out of jar or container",0.528087586164474
"cmpl-5kwQyokCwbo8cj4WRbmHRQgVWvfZK","0.65","0","3","202208023","2022080148","fork","If you don't have c opener fork pry open c",0.393233895301819
"cmpl-5kwQyokCwbo8cj4WRbmHRQgVWvfZK","0.65","0","3","202208023","2022080149","fork","bookmark in your favorite book",0.86528180539608
"cmpl-5kwQyokCwbo8cj4WRbmHRQgVWvfZK","0.65","0","3","202208023","2022080150","fork","Hg forks on the wall unique kitchen decor",0.503925830125809
"cmpl-5kwQyokCwbo8cj4WRbmHRQgVWvfZK","0.65","0","3","202208023","2022080151","fork","wind chimes out of forks by attaching them string or fishing line d hging them up outdoors.",0.515399664640427
"cmpl-5kwR4wqQTYXutLKQiOzyHM3qUM4UW","0.65","0","4","202208024","2022080154","fork","scratch itch that is difficult reach",0.698141276836395
"cmpl-5kwR4wqQTYXutLKQiOzyHM3qUM4UW","0.65","0","4","202208024","2022080155","fork","makeshift toothpick",0.612478613853455
"cmpl-5kwR4wqQTYXutLKQiOzyHM3qUM4UW","0.65","0","4","202208024","2022080156","fork","play the pio",1.01498740725219
"cmpl-5kwR7xGuZJ4BinVTiYI9aVSfnQHfp","0.65","0","5","202208025","2022080158","fork","makeshift toothpick by sharpening one of the tines",0.472475707530975
"cmpl-5kwR7xGuZJ4BinVTiYI9aVSfnQHfp","0.65","0","5","202208025","2022080159","fork","letter opener",0.851322025060654
"cmpl-5kwR7xGuZJ4BinVTiYI9aVSfnQHfp","0.65","0","5","202208025","2022080160","fork","Stick it in potted plt plt stake",0.73170879483223
"cmpl-5kwR7xGuZJ4BinVTiYI9aVSfnQHfp","0.65","0","5","202208025","2022080161","fork","Curl the tines funky hair accessory",0.605784684419632
"cmpl-5kwR7xGuZJ4BinVTiYI9aVSfnQHfp","0.65","0","5","202208025","2022080162","fork","two forks chopsticks",0.260344326496124
"cmpl-5kwR7xGuZJ4BinVTiYI9aVSfnQHfp","0.65","0","5","202208025","2022080163","fork","tiny wind chime by attaching bells or beads the end of each tine with string or wire.",0.57961106300354
"cmpl-5kwRCZbz65sPO7d92eypUtj1SqX3P","0.65","0","1","202208026","2022080166","tin can","wind chime out of tin cs d metal pieces",0.309087991714478
"cmpl-5kwRCZbz65sPO7d92eypUtj1SqX3P","0.65","0","1","202208026","2022080167","tin can","plter for small succulents or cacti",0.802244827151299
"cmpl-5kwRCZbz65sPO7d92eypUtj1SqX3P","0.65","0","1","202208026","2022080168","tin can","paint d other embellishments turn tin c invase or cdle holder",0.330546915531158
"cmpl-5kwRCZbz65sPO7d92eypUtj1SqX3P","0.65","0","1","202208026","2022080169","tin can","Cut the top off of tin c d mixing bowl when baking",0.357336640357971
"cmpl-5kwRCZbz65sPO7d92eypUtj1SqX3P","0.65","0","1","202208026","2022080170","tin can","multiple small tin cs create interesting patterns d shapes on wall or in garden area.",0.525007724761963
"cmpl-5kwRCZbz65sPO7d92eypUtj1SqX3P","0.65","0","1","202208026","2022080171","tin can","Fill tin c with sd or rocks d door stop or paper weight",0.410937011241913
"cmpl-5kwRHwL4cWp2mjnM1291OcSCpkMaL","0.65","0","2","202208027","2022080173","tin can","telephone",0.868177518248558
"cmpl-5kwRHwL4cWp2mjnM1291OcSCpkMaL","0.65","0","2","202208027","2022080174","tin can","drum in makeshift bd",0.686767101287842
"cmpl-5kwRHwL4cWp2mjnM1291OcSCpkMaL","0.65","0","2","202208027","2022080175","tin can","Hg it from string d piñata",0.715885907411575
"cmpl-5kwRHwL4cWp2mjnM1291OcSCpkMaL","0.65","0","2","202208027","2022080176","tin can","Fill it with water d freeze it overnight homemade ice cream",0.556376695632935
"cmpl-5kwRHwL4cWp2mjnM1291OcSCpkMaL","0.65","0","2","202208027","2022080177","tin can","plter for small succulents",0.736021965742111
"cmpl-5kwRKruTQyCpaj0jZ9hxCWKHZUf0d","0.65","0","3","202208028","2022080179","tin can","plt holder",0.714526206254959
"cmpl-5kwRKruTQyCpaj0jZ9hxCWKHZUf0d","0.65","0","3","202208028","2022080180","tin can","cdle holder",0.675841599702835
"cmpl-5kwRKruTQyCpaj0jZ9hxCWKHZUf0d","0.65","0","3","202208028","2022080181","tin can","cookie cutter",0.542803257703781
"cmpl-5kwRKruTQyCpaj0jZ9hxCWKHZUf0d","0.65","0","3","202208028","2022080182","tin can","pencil sharpener",0.718221366405487
"cmpl-5kwRKruTQyCpaj0jZ9hxCWKHZUf0d","0.65","0","3","202208028","2022080183","tin can","vase",0.610811650753021
"cmpl-5kwRMWXzhGe12EiiaQgmGeUX7K9mJ","0.65","0","4","202208029","2022080185","tin can","container for your favorite plt",0.611898869276047
"cmpl-5kwRMWXzhGe12EiiaQgmGeUX7K9mJ","0.65","0","4","202208029","2022080186","tin can","place store your jewelry",0.661882400512695
"cmpl-5kwRMWXzhGe12EiiaQgmGeUX7K9mJ","0.65","0","4","202208029","2022080187","tin can","vase",0.610811650753021
"cmpl-5kwRMWXzhGe12EiiaQgmGeUX7K9mJ","0.65","0","4","202208029","2022080188","tin can","travel mug",0.68063297867775
"cmpl-5kwRMWXzhGe12EiiaQgmGeUX7K9mJ","0.65","0","4","202208029","2022080189","tin can","cdle holder",0.675841599702835
"cmpl-5kwROOFQahxO7gTJDpVtLn2ZoZu5j","0.65","0","5","202208030","2022080191","tin can","plter",1
"cmpl-5kwROOFQahxO7gTJDpVtLn2ZoZu5j","0.65","0","5","202208030","2022080192","tin can","vase",0.610811650753021
"cmpl-5kwROOFQahxO7gTJDpVtLn2ZoZu5j","0.65","0","5","202208030","2022080193","tin can","pencil holder",0.612567871809006
"cmpl-5kwROOFQahxO7gTJDpVtLn2ZoZu5j","0.65","0","5","202208030","2022080194","tin can","door stop",0.737702250480652
"cmpl-5kwROOFQahxO7gTJDpVtLn2ZoZu5j","0.65","0","5","202208030","2022080195","tin can","pet food bowl",0.635668277740479
"cmpl-5kwROOFQahxO7gTJDpVtLn2ZoZu5j","0.65","0","5","202208030","2022080196","tin can","ice cream sundae dish",0.592204034328461
"cmpl-5kwROOFQahxO7gTJDpVtLn2ZoZu5j","0.65","0","5","202208030","2022080197","tin can","cookie jar",0.465807735919952
"cmpl-5kwRP3PwRRzJklACAmXqCMrJ1gOJl","0.7","0","1","202208031","2022080199","book","doorstop",0.847085744142532
"cmpl-5kwRP3PwRRzJklACAmXqCMrJ1gOJl","0.7","0","1","202208031","2022080200","book","hold up wobbly table",0.74134361743927
"cmpl-5kwRP3PwRRzJklACAmXqCMrJ1gOJl","0.7","0","1","202208031","2022080201","book","given gift",0.563587635755539
"cmpl-5kwRP3PwRRzJklACAmXqCMrJ1gOJl","0.7","0","1","202208031","2022080202","book","start fire",0.711959481239319
"cmpl-5kwRP3PwRRzJklACAmXqCMrJ1gOJl","0.7","0","1","202208031","2022080203","book","coaster for hot beverages",0.809315457940102
"cmpl-5kwRP3PwRRzJklACAmXqCMrJ1gOJl","0.7","0","1","202208031","2022080204","book","decoration on coffee table or bookshelf",0.653734028339386
"cmpl-5kwRVNCrclbb5KihcbSFAWx254kfg","0.7","0","2","202208032","2022080206","book","paper airple",0.520037055015564
"cmpl-5kwRVNCrclbb5KihcbSFAWx254kfg","0.7","0","2","202208032","2022080207","book","Fold in origami cre",0.809095278382301
"cmpl-5kwRVNCrclbb5KihcbSFAWx254kfg","0.7","0","2","202208032","2022080208","book","coaster for your drink",0.790018156170845
"cmpl-5kwRVNCrclbb5KihcbSFAWx254kfg","0.7","0","2","202208032","2022080209","book","door stop",0.734890162944794
"cmpl-5kwRYtGnyOjXpe3mpfVYEk0x7djMX","0.7","0","3","202208033","2022080211","book","decoration on coffee table or end table",0.674494922161102
"cmpl-5kwRYtGnyOjXpe3mpfVYEk0x7djMX","0.7","0","3","202208033","2022080212","book","given gift",0.563587635755539
"cmpl-5kwRYtGnyOjXpe3mpfVYEk0x7djMX","0.7","0","3","202208033","2022080213","book","paper flowers",0.600268065929413
"cmpl-5kwRYtGnyOjXpe3mpfVYEk0x7djMX","0.7","0","3","202208033","2022080214","book","Old part of collage or decoupage project",0.652625471353531
"cmpl-5kwRYtGnyOjXpe3mpfVYEk0x7djMX","0.7","0","3","202208033","2022080215","book","The pages of ripped out d scrap paper.",0.491381227970123
"cmpl-5kwRYtGnyOjXpe3mpfVYEk0x7djMX","0.7","0","3","202208033","2022080216","book","weight hold down papers on desk.",0.523565590381622
"cmpl-5kwRYtGnyOjXpe3mpfVYEk0x7djMX","0.7","0","3","202208033","2022080217","book","serve inspiration for creative writing",0.496737897396088
"cmpl-5kwRcmsvCgli7IhRkGBwatPksfX2g","0.7","0","4","202208034","2022080219","book","shield in pillow fight",0.791996046900749
"cmpl-5kwRcmsvCgli7IhRkGBwatPksfX2g","0.7","0","4","202208034","2022080220","book","teach dog how fetch",0.671842187643051
"cmpl-5kwRcmsvCgli7IhRkGBwatPksfX2g","0.7","0","4","202208034","2022080221","book","large book c step stool reach something high up",0.49410617351532
"cmpl-5kwRcmsvCgli7IhRkGBwatPksfX2g","0.7","0","4","202208034","2022080222","book","door stop",0.734890162944794
"cmpl-5kwReDC1E3qZhHVUJjyKqKiCSdIDU","0.7","0","5","202208035","2022080224","book","door stop",0.734890162944794
"cmpl-5kwReDC1E3qZhHVUJjyKqKiCSdIDU","0.7","0","5","202208035","2022080225","book","paper boats",0.610364854335785
"cmpl-5kwReDC1E3qZhHVUJjyKqKiCSdIDU","0.7","0","5","202208035","2022080226","book","weight hold down papers",0.562638610601425
"cmpl-5kwReDC1E3qZhHVUJjyKqKiCSdIDU","0.7","0","5","202208035","2022080227","book","level table or surface",0.758228406310081
"cmpl-5kwRhzD1K2mmsa1PaYuvIQO5Q1V2M","0.7","0","1","202208036","2022080229","fork","comb for your hair",0.800135672092438
