"","id","response","item","category01","category02","category03","category04","respondent_id","response_id","temperature","object"
"26","cmpl-4zra7PJ3V7WlDovz4p2SWxDhYNZL4","Use a fork to open","fork",133,NA,NA,NA,"cmpl-4zra7PJ3V7WlDovz4p2SWxDhYNZL4",2022040242,0.71,"fork"
"27","cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay","Use a fork as a toothpick","fork",131,130,NA,NA,"cmpl-4zra4atJ3XarPjkJspnVq87V10M79",2022040233,0.71,"fork"
"28","cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay","Use a fork as a toothpick","fork",131,130,NA,NA,"cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay",2022040246,0.71,"fork"
"29","cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay","Use a fork as a toothpick","fork",131,130,NA,NA,"cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1",2022040256,0.72,"fork"
"30","cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay","Use a fork as a toothpick","fork",131,130,NA,NA,"cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj",2022040305,0.75,"fork"
"31","cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay","Use a fork as a toothpick","fork",131,130,NA,NA,"cmpl-59yQtsvXwW0njm8gXQFJeXv6u3Ny6",2022050160,0.78,"fork"
"32","cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay","Use a fork to comb your hair","fork",126,113,NA,NA,"cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay",2022040245,0.71,"fork"
"33","cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay","Use a fork to comb your hair","fork",126,113,NA,NA,"cmpl-4zraUifPUfrYanvkLcAzlKBfY459v",2022040269,0.73,"fork"
"34","cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay","Use a fork to comb your hair","fork",126,113,NA,NA,"cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj",2022040303,0.75,"fork"
"35","cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay","Use a fork to comb your hair","fork",126,113,NA,NA,"cmpl-59yQtsvXwW0njm8gXQFJeXv6u3Ny6",2022050159,0.78,"fork"
"36","cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay","Use a fork to eat a cupcake without getting your hands messy","fork",116,NA,NA,NA,"cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay",2022040243,0.71,"fork"
"37","cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay","Stick a fork in an electrical outlet to see if it's still working","fork",132,NA,NA,NA,"cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay",2022040244,0.71,"fork"
"38","cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay","Stick a fork in an electrical outlet to see if it's still working","fork",132,NA,NA,NA,"cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj",2022040306,0.75,"fork"
"39","cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay","Stick a fork in an electrical outlet to see if it's still working","fork",132,NA,NA,NA,"cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H",2022040310,0.75,"fork"
"40","cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay","Stick a fork in an electrical outlet to see if it's still working","fork",132,NA,NA,NA,"cmpl-59yQOBRnDIgoPxtl0iZBI8Kty9nl8",2022050110,0.65,"fork"
"41","cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay","Stick a fork in an electrical outlet to see if it's still working","fork",132,NA,NA,NA,"cmpl-59yQcLCdVJkTgq0PnFY4gTc695mRZ",2022050139,0.66,"fork"
"42","cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay","Stick a fork in an electrical outlet to see if it's still working","fork",132,NA,NA,NA,"cmpl-59yQtsvXwW0njm8gXQFJeXv6u3Ny6",2022050161,0.78,"fork"
"43","cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay","Stick a fork in the ground to mark your spot in line","fork",102,NA,NA,NA,"cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay",2022040247,0.71,"fork"
"44","cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP","eat food","fork",116,NA,NA,NA,"cmpl-4zrZSDPDs3Az2uXgUA9QLBOn42eMw",2022040173,0.67,"fork"
"45","cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP","eat food","fork",116,NA,NA,NA,"cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP",2022040277,0.73,"fork"
"46","cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP","eat food","fork",116,NA,NA,NA,"cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL",2022040332,0.76,"fork"
"47","cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP","serve food","fork",104,116,NA,NA,"cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP",2022040279,0.73,"fork"
"48","cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP","utensil to cook food","fork",104,NA,NA,NA,"cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP",2022040278,0.73,"fork"
"49","cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP","play musical instruments such as the violin or","fork",114,NA,NA,NA,"cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP",2022040281,0.73,"fork"
"50","cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP","tool to eat difficult foods such as lobster or steak","fork",116,NA,NA,NA,"cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP",2022040280,0.73,"fork"
"51","cmpl-4zraGctlemkCLq7TdhINVy0S5X0JP","Fork art: Create fun designs and shapes using a fork as your paintbrush!","fork",109,NA,NA,NA,"cmpl-4zraGctlemkCLq7TdhINVy0S5X0JP",2022040249,0.72,"fork"
"52","cmpl-4zraGctlemkCLq7TdhINVy0S5X0JP","Keep your drink cold by freezing a few forks and adding them to your glass","fork",115,NA,NA,NA,"cmpl-4zraGctlemkCLq7TdhINVy0S5X0JP",2022040252,0.72,"fork"
"53","cmpl-4zraGctlemkCLq7TdhINVy0S5X0JP","Make music with your fork: tap it against different surfaces to create unique sounds","fork",114,NA,NA,NA,"cmpl-4zraGctlemkCLq7TdhINVy0S5X0JP",2022040251,0.72,"fork"
"54","cmpl-4zraGctlemkCLq7TdhINVy0S5X0JP","Use a fork to curl your hair – no curlers necessary!","fork",126,113,NA,NA,"cmpl-4zraGctlemkCLq7TdhINVy0S5X0JP",2022040250,0.72,"fork"
"55","cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX","Making music with it","fork",114,NA,NA,NA,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX",2022040289,0.74,"fork"
"56","cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX","Building a fort","fork",108,100,NA,NA,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX",2022040286,0.74,"fork"
"57","cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX","Wearing as a necklace","fork",125,NA,NA,NA,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX",2022040285,0.74,"fork"
"58","cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX","Digging in the sand","fork",113,NA,NA,NA,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX",2022040290,0.74,"fork"
"59","cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX","Eating soup","fork",116,NA,NA,NA,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX",2022040282,0.74,"fork"
"60","cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX","Using as a hairbrush","fork",126,113,NA,NA,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX",2022040284,0.74,"fork"
"61","cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX","Pretending to be a telephone","fork",120,NA,NA,NA,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX",2022040287,0.74,"fork"
"62","cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX","Using as chopsticks","fork",116,NA,NA,NA,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX",2022040288,0.74,"fork"
"63","cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX","Holding up a table","fork",121,NA,NA,NA,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX",2022040283,0.74,"fork"
"64","cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV","play the piano","fork",114,NA,NA,NA,"cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV",2022040295,0.74,"fork"
"65","cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV","hairpin","fork",126,NA,NA,NA,"cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp",2022040190,0.68,"fork"
"66","cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV","hairpin","fork",126,NA,NA,NA,"cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV",2022040291,0.74,"fork"
"67","cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV","eat soup","fork",116,NA,NA,NA,"cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV",2022040292,0.74,"fork"
"68","cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV","back scratcher","fork",131,NA,NA,NA,"cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI",2022040168,0.67,"fork"
"69","cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV","back scratcher","fork",131,NA,NA,NA,"cmpl-4zrZSDPDs3Az2uXgUA9QLBOn42eMw",2022040177,0.67,"fork"
"70","cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV","back scratcher","fork",131,NA,NA,NA,"cmpl-4zrZWebxU7t3KID75VgorICiQ98tS",2022040179,0.68,"fork"
"71","cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV","back scratcher","fork",131,NA,NA,NA,"cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm",2022040213,0.7,"fork"
"72","cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV","back scratcher","fork",131,NA,NA,NA,"cmpl-4zrZvmychPlDCIbEldT5F8zqS2hVa",2022040218,0.7,"fork"
"73","cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV","back scratcher","fork",131,NA,NA,NA,"cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV",2022040293,0.74,"fork"
"74","cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV","back scratcher","fork",131,NA,NA,NA,"cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y",2022040314,0.75,"fork"
"75","cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV","back scratcher","fork",131,NA,NA,NA,"cmpl-59yQLBAmoJlusWtDBmMlzl0gpifCj",2022050104,0.65,"fork"
"76","cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV","back scratcher","fork",131,NA,NA,NA,"cmpl-59yQwHV6vCOakJVZ1CHiqG682ktNg",2022050164,0.78,"fork"
"77","cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV","pick up food that has fallen on the floor","fork",133,116,NA,NA,"cmpl-4zrZSDPDs3Az2uXgUA9QLBOn42eMw",2022040176,0.67,"fork"
"78","cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV","pick up food that has fallen on the floor","fork",133,116,NA,NA,"cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV",2022040294,0.74,"fork"
"79","cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1","Use a fork as a toothpick","fork",131,130,NA,NA,"cmpl-4zra4atJ3XarPjkJspnVq87V10M79",2022040233,0.71,"fork"
"80","cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1","Use a fork as a toothpick","fork",131,130,NA,NA,"cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay",2022040246,0.71,"fork"
"81","cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1","Use a fork as a toothpick","fork",131,130,NA,NA,"cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1",2022040256,0.72,"fork"
"82","cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1","Use a fork as a toothpick","fork",131,130,NA,NA,"cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj",2022040305,0.75,"fork"
"83","cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1","Use a fork as a toothpick","fork",131,130,NA,NA,"cmpl-59yQtsvXwW0njm8gXQFJeXv6u3Ny6",2022050160,0.78,"fork"
"84","cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1","Use a fork to scratch an itch you can't reach","fork",131,NA,NA,NA,"cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1",2022040257,0.72,"fork"
"85","cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1","Use a fork to apply makeup instead of a brush","fork",131,NA,NA,NA,"cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1",2022040255,0.72,"fork"
"86","cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1","Use a fork to play the piano (if the keys are big enough!)","fork",114,NA,NA,NA,"cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1",2022040258,0.72,"fork"
"87","cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1","Use a fork to eat soup instead of a spoon","fork",116,NA,NA,NA,"cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1",2022040254,0.72,"fork"
"88","cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1","Use a fork to eat soup instead of a spoon","fork",116,NA,NA,NA,"cmpl-4zraUifPUfrYanvkLcAzlKBfY459v",2022040266,0.73,"fork"
"89","cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS","Sift flour by using a fork instead","fork",104,NA,NA,NA,"cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS",2022040265,0.72,"fork"
"90","cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS","Eat cereal with a fork instead of a spoon","fork",116,NA,NA,NA,"cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS",2022040260,0.72,"fork"
"91","cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS","Use a fork to play fetch with your dog","fork",108,105,NA,NA,"cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS",2022040261,0.72,"fork"
"92","cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS","Keep track of your keys by hanging them on a fork","fork",129,NA,NA,NA,"cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS",2022040263,0.72,"fork"
"93","cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS","Use a fork as a bookmark in your favorite book","fork",123,102,NA,NA,"cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS",2022040262,0.72,"fork"
"94","cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS","Use a fork as a bookmark in your favorite book","fork",123,102,NA,NA,"cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H",2022040311,0.75,"fork"
"95","cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS","Use a fork as a bookmark in your favorite book","fork",123,102,NA,NA,"cmpl-59yQUX94gZwoEVKJ3agTr74VCxKeh",2022050129,0.66,"fork"
"96","cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS","Use a fork to open up tightly sealed jars","fork",104,133,NA,NA,"cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS",2022040264,0.72,"fork"
"97","cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3","Stick a fork in a piece of fruit to eat it","fork",116,NA,NA,NA,"cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3",2022040298,0.74,"fork"
"98","cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3","Hold a fork like chopsticks to eat rice or noodles","fork",116,NA,NA,NA,"cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3",2022040300,0.74,"fork"
"99","cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3","Use a fork as a spoon when eating cereal or yogurt","fork",116,NA,NA,NA,"cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3",2022040299,0.74,"fork"
"100","cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3","Stick a fork in your hair to hold it back while you're cooking","fork",126,NA,NA,NA,"cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3",2022040301,0.74,"fork"
"101","cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3","Use a fork to eat soup","fork",116,NA,NA,NA,"cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3",2022040297,0.74,"fork"
"102","cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj","Use a fork as a toothpick","fork",131,130,NA,NA,"cmpl-4zra4atJ3XarPjkJspnVq87V10M79",2022040233,0.71,"fork"
"103","cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj","Use a fork as a toothpick","fork",131,130,NA,NA,"cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay",2022040246,0.71,"fork"
"104","cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj","Use a fork as a toothpick","fork",131,130,NA,NA,"cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1",2022040256,0.72,"fork"
"105","cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj","Use a fork as a toothpick","fork",131,130,NA,NA,"cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj",2022040305,0.75,"fork"
"106","cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj","Use a fork as a toothpick","fork",131,130,NA,NA,"cmpl-59yQtsvXwW0njm8gXQFJeXv6u3Ny6",2022050160,0.78,"fork"
"107","cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj","Place a fork in front of a","fork",998,NA,NA,NA,"cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj",2022040308,0.75,"fork"
"108","cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj","Use a fork to comb your hair","fork",126,113,NA,NA,"cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay",2022040245,0.71,"fork"
"109","cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj","Use a fork to comb your hair","fork",126,113,NA,NA,"cmpl-4zraUifPUfrYanvkLcAzlKBfY459v",2022040269,0.73,"fork"
"110","cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj","Use a fork to comb your hair","fork",126,113,NA,NA,"cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj",2022040303,0.75,"fork"
"111","cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj","Use a fork to comb your hair","fork",126,113,NA,NA,"cmpl-59yQtsvXwW0njm8gXQFJeXv6u3Ny6",2022050159,0.78,"fork"
"112","cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj","Stick a fork in an electrical outlet to see if it's still working","fork",132,NA,NA,NA,"cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay",2022040244,0.71,"fork"
"113","cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj","Stick a fork in an electrical outlet to see if it's still working","fork",132,NA,NA,NA,"cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj",2022040306,0.75,"fork"
"114","cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj","Stick a fork in an electrical outlet to see if it's still working","fork",132,NA,NA,NA,"cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H",2022040310,0.75,"fork"
"115","cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj","Stick a fork in an electrical outlet to see if it's still working","fork",132,NA,NA,NA,"cmpl-59yQOBRnDIgoPxtl0iZBI8Kty9nl8",2022050110,0.65,"fork"
"116","cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj","Stick a fork in an electrical outlet to see if it's still working","fork",132,NA,NA,NA,"cmpl-59yQcLCdVJkTgq0PnFY4gTc695mRZ",2022050139,0.66,"fork"
"117","cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj","Stick a fork in an electrical outlet to see if it's still working","fork",132,NA,NA,NA,"cmpl-59yQtsvXwW0njm8gXQFJeXv6u3Ny6",2022050161,0.78,"fork"
"118","cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj","Use a fork to apply makeup","fork",131,NA,NA,NA,"cmpl-4zra7PJ3V7WlDovz4p2SWxDhYNZL4",2022040237,0.71,"fork"
"119","cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj","Use a fork to apply makeup","fork",131,NA,NA,NA,"cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj",2022040304,0.75,"fork"
"120","cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj","Hold a fork by the tines and use the handle as a drumstick","fork",114,NA,NA,NA,"cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj",2022040307,0.75,"fork"
"121","cmpl-4zraUifPUfrYanvkLcAzlKBfY459v","Use a fork to comb your hair","fork",126,113,NA,NA,"cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay",2022040245,0.71,"fork"
"122","cmpl-4zraUifPUfrYanvkLcAzlKBfY459v","Use a fork to comb your hair","fork",126,113,NA,NA,"cmpl-4zraUifPUfrYanvkLcAzlKBfY459v",2022040269,0.73,"fork"
"123","cmpl-4zraUifPUfrYanvkLcAzlKBfY459v","Use a fork to comb your hair","fork",126,113,NA,NA,"cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj",2022040303,0.75,"fork"
"124","cmpl-4zraUifPUfrYanvkLcAzlKBfY459v","Use a fork to comb your hair","fork",126,113,NA,NA,"cmpl-59yQtsvXwW0njm8gXQFJeXv6u3Ny6",2022050159,0.78,"fork"
"125","cmpl-4zraUifPUfrYanvkLcAzlKBfY459v","Use a fork to brush your teeth","fork",131,NA,NA,NA,"cmpl-4zraUifPUfrYanvkLcAzlKBfY459v",2022040268,0.73,"fork"
"126","cmpl-4zraUifPUfrYanvkLcAzlKBfY459v","Use a fork as a bookmark in your book","fork",123,102,NA,NA,"cmpl-4zraUifPUfrYanvkLcAzlKBfY459v",2022040270,0.73,"fork"
