id,gpt3_id,gpt3_created,gpt3_model,engine,timestamp,temperature,presence_penalty,frequency_penalty,instr_text,aut_object,gpt3_response
2,cmpl-4zrXMnec5vnPs9Rno0qAGOwJ1vslr,1650649152,text-davinci:002,text-davinci-002,2022-04-22 19:39:16.329810,0.67,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used as a paperweight
2,cmpl-4zrXMnec5vnPs9Rno0qAGOwJ1vslr,1650649152,text-davinci:002,text-davinci-002,2022-04-22 19:39:16.329810,0.67,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used to make a collage or sculpture
2,cmpl-4zrXMnec5vnPs9Rno0qAGOwJ1vslr,1650649152,text-davinci:002,text-davinci-002,2022-04-22 19:39:16.329810,0.67,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be
3,cmpl-4zrXQbOmAJISuhk3fFIZO2SLmBq6x,1650649156,text-davinci:002,text-davinci-002,2022-04-22 19:39:19.297886,0.67,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,
3,cmpl-4zrXQbOmAJISuhk3fFIZO2SLmBq6x,1650649156,text-davinci:002,text-davinci-002,2022-04-22 19:39:19.297886,0.67,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used as a door stop
3,cmpl-4zrXQbOmAJISuhk3fFIZO2SLmBq6x,1650649156,text-davinci:002,text-davinci-002,2022-04-22 19:39:19.297886,0.67,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used to prop up a table or chair leg
3,cmpl-4zrXQbOmAJISuhk3fFIZO2SLmBq6x,1650649156,text-davinci:002,text-davinci-002,2022-04-22 19:39:19.297886,0.67,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used as a paperweight
3,cmpl-4zrXQbOmAJISuhk3fFIZO2SLmBq6x,1650649156,text-davinci:002,text-davinci-002,2022-04-22 19:39:19.297886,0.67,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used to make a collage or scrapbook
3,cmpl-4zrXQbOmAJISuhk3fFIZO2SLmBq6x,1650649156,text-davinci:002,text-davinci-002,2022-04-22 19:39:19.297886,0.67,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be cut up and used as confetti or streamers
3,cmpl-4zrXQbOmAJISuhk3fFIZO2SLmBq6x,1650649156,text-davinci:002,text-davinci-002,2022-04-22 19:39:19.297886,0.67,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,
4,cmpl-4zrXTQbtU9GwZ4dGDpd5xEyBovRHV,1650649159,text-davinci:002,text-davinci-002,2022-04-22 19:39:22.982884,0.68,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,
4,cmpl-4zrXTQbtU9GwZ4dGDpd5xEyBovRHV,1650649159,text-davinci:002,text-davinci-002,2022-04-22 19:39:22.982884,0.68,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used as a doorstop
4,cmpl-4zrXTQbtU9GwZ4dGDpd5xEyBovRHV,1650649159,text-davinci:002,text-davinci-002,2022-04-22 19:39:22.982884,0.68,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used to start a fire
4,cmpl-4zrXTQbtU9GwZ4dGDpd5xEyBovRHV,1650649159,text-davinci:002,text-davinci-002,2022-04-22 19:39:22.982884,0.68,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used as a paperweight
4,cmpl-4zrXTQbtU9GwZ4dGDpd5xEyBovRHV,1650649159,text-davinci:002,text-davinci-002,2022-04-22 19:39:22.982884,0.68,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used to prop up a wobbly table leg
4,cmpl-4zrXTQbtU9GwZ4dGDpd5xEyBovRHV,1650649159,text-davinci:002,text-davinci-002,2022-04-22 19:39:22.982884,0.68,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used as a coaster for drinks (to prevent water rings on furniture)
4,cmpl-4zrXTQbtU9GwZ4dGDpd5xEyBovRHV,1650649159,text-davinci:002,text-davinci-002,2022-04-22 19:39:22.982884,0.68,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,
5,cmpl-4zrXXun99WGqMfqFcnvX9fpzWmy05,1650649163,text-davinci:002,text-davinci-002,2022-04-22 19:39:26.464734,0.68,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,
5,cmpl-4zrXXun99WGqMfqFcnvX9fpzWmy05,1650649163,text-davinci:002,text-davinci-002,2022-04-22 19:39:26.464734,0.68,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used as a doorstop
5,cmpl-4zrXXun99WGqMfqFcnvX9fpzWmy05,1650649163,text-davinci:002,text-davinci-002,2022-04-22 19:39:26.464734,0.68,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used to hold open a window
5,cmpl-4zrXXun99WGqMfqFcnvX9fpzWmy05,1650649163,text-davinci:002,text-davinci-002,2022-04-22 19:39:26.464734,0.68,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used as a coaster for a hot beverage
5,cmpl-4zrXXun99WGqMfqFcnvX9fpzWmy05,1650649163,text-davinci:002,text-davinci-002,2022-04-22 19:39:26.464734,0.68,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used to level a table or shelf
5,cmpl-4zrXXun99WGqMfqFcnvX9fpzWmy05,1650649163,text-davinci:002,text-davinci-002,2022-04-22 19:39:26.464734,0.68,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used as an improvised weapon in self-defense or attack
5,cmpl-4zrXXun99WGqMfqFcnvX9fpzWmy05,1650649163,text-davinci:002,text-davinci-002,2022-04-22 19:39:26.464734,0.68,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,
6,cmpl-4zrXajQqVizh2rVJ8hn6PxNaA8Q24,1650649166,text-davinci:002,text-davinci-002,2022-04-22 19:39:31.786603,0.68,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,
6,cmpl-4zrXajQqVizh2rVJ8hn6PxNaA8Q24,1650649166,text-davinci:002,text-davinci-002,2022-04-22 19:39:31.786603,0.68,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,Make a book into a lampshade
6,cmpl-4zrXajQqVizh2rVJ8hn6PxNaA8Q24,1650649166,text-davinci:002,text-davinci-002,2022-04-22 19:39:31.786603,0.68,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,Turn an old book into a secret compartment
6,cmpl-4zrXajQqVizh2rVJ8hn6PxNaA8Q24,1650649166,text-davinci:002,text-davinci-002,2022-04-22 19:39:31.786603,0.68,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,Use books as coasters for your drinks
6,cmpl-4zrXajQqVizh2rVJ8hn6PxNaA8Q24,1650649166,text-davinci:002,text-davinci-002,2022-04-22 19:39:31.786603,0.68,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,Build a fort out of old books
6,cmpl-4zrXajQqVizh2rVJ8hn6PxNaA8Q24,1650649166,text-davinci:002,text-davinci-002,2022-04-22 19:39:31.786603,0.68,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,Donate books to your local library or hospital waiting room
6,cmpl-4zrXajQqVizh2rVJ8hn6PxNaA8Q24,1650649166,text-davinci:002,text-davinci-002,2022-04-22 19:39:31.786603,0.68,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,Give a new twist to an old favorite by reading it in character voices
7,cmpl-4zrXf5f89HctStj42UI8NCmMxujME,1650649171,text-davinci:002,text-davinci-002,2022-04-22 19:39:36.700414,0.69,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,
7,cmpl-4zrXf5f89HctStj42UI8NCmMxujME,1650649171,text-davinci:002,text-davinci-002,2022-04-22 19:39:36.700414,0.69,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used as a doorstop
7,cmpl-4zrXf5f89HctStj42UI8NCmMxujME,1650649171,text-davinci:002,text-davinci-002,2022-04-22 19:39:36.700414,0.69,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used to start a fire
7,cmpl-4zrXf5f89HctStj42UI8NCmMxujME,1650649171,text-davinci:002,text-davinci-002,2022-04-22 19:39:36.700414,0.69,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used as a paperweight
7,cmpl-4zrXf5f89HctStj42UI8NCmMxujME,1650649171,text-davinci:002,text-davinci-002,2022-04-22 19:39:36.700414,0.69,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used to prop up a wobbly table or chair
7,cmpl-4zrXf5f89HctStj42UI8NCmMxujME,1650649171,text-davinci:002,text-davinci-002,2022-04-22 19:39:36.700414,0.69,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used as a weapon (for self-defense or attack)
7,cmpl-4zrXf5f89HctStj42UI8NCmMxujME,1650649171,text-davinci:002,text-davinci-002,2022-04-22 19:39:36.700414,0.69,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,
8,cmpl-4zrXkWn3QroeYera2G3vBEECCSUZR,1650649176,text-davinci:002,text-davinci-002,2022-04-22 19:39:39.465660,0.69,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,
8,cmpl-4zrXkWn3QroeYera2G3vBEECCSUZR,1650649176,text-davinci:002,text-davinci-002,2022-04-22 19:39:39.465660,0.69,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used as a doorstop
8,cmpl-4zrXkWn3QroeYera2G3vBEECCSUZR,1650649176,text-davinci:002,text-davinci-002,2022-04-22 19:39:39.465660,0.69,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used as a paperweight
8,cmpl-4zrXkWn3QroeYera2G3vBEECCSUZR,1650649176,text-davinci:002,text-davinci-002,2022-04-22 19:39:39.465660,0.69,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used to prop up a wobbly table leg
8,cmpl-4zrXkWn3QroeYera2G3vBEECCSUZR,1650649176,text-davinci:002,text-davinci-002,2022-04-22 19:39:39.465660,0.69,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used to make a small shelf or ledge
8,cmpl-4zrXkWn3QroeYera2G3vBEECCSUZR,1650649176,text-davinci:002,text-davinci-002,2022-04-22 19:39:39.465660,0.69,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used to hold open a window or door
8,cmpl-4zrXkWn3QroeYera2G3vBEECCSUZR,1650649176,text-davinci:002,text-davinci-002,2022-04-22 19:39:39.465660,0.69,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,
9,cmpl-4zrXnYW4L6EpsvEUL9J88oKsjzqy7,1650649179,text-davinci:002,text-davinci-002,2022-04-22 19:39:43.865692,0.69,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,
9,cmpl-4zrXnYW4L6EpsvEUL9J88oKsjzqy7,1650649179,text-davinci:002,text-davinci-002,2022-04-22 19:39:43.865692,0.69,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used as a doorstop
9,cmpl-4zrXnYW4L6EpsvEUL9J88oKsjzqy7,1650649179,text-davinci:002,text-davinci-002,2022-04-22 19:39:43.865692,0.69,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used to level a table or shelf
9,cmpl-4zrXnYW4L6EpsvEUL9J88oKsjzqy7,1650649179,text-davinci:002,text-davinci-002,2022-04-22 19:39:43.865692,0.69,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used as a paperweight
9,cmpl-4zrXnYW4L6EpsvEUL9J88oKsjzqy7,1650649179,text-davinci:002,text-davinci-002,2022-04-22 19:39:43.865692,0.69,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used to make a impromptu stool or chair
9,cmpl-4zrXnYW4L6EpsvEUL9J88oKsjzqy7,1650649179,text-davinci:002,text-davinci-002,2022-04-22 19:39:43.865692,0.69,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used in place of a cutting board when slicing vegetables or meat
9,cmpl-4zrXnYW4L6EpsvEUL9J88oKsjzqy7,1650649179,text-davinci:002,text-davinci-002,2022-04-22 19:39:43.865692,0.69,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,
10,cmpl-4zrXsIbRn4NTwafnBiFtZpy7tUdHA,1650649184,text-davinci:002,text-davinci-002,2022-04-22 19:39:47.960895,0.7,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,
10,cmpl-4zrXsIbRn4NTwafnBiFtZpy7tUdHA,1650649184,text-davinci:002,text-davinci-002,2022-04-22 19:39:47.960895,0.7,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used as a doorstop
10,cmpl-4zrXsIbRn4NTwafnBiFtZpy7tUdHA,1650649184,text-davinci:002,text-davinci-002,2022-04-22 19:39:47.960895,0.7,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used to keep a table level
10,cmpl-4zrXsIbRn4NTwafnBiFtZpy7tUdHA,1650649184,text-davinci:002,text-davinci-002,2022-04-22 19:39:47.960895,0.7,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used to make a paperweight
10,cmpl-4zrXsIbRn4NTwafnBiFtZpy7tUdHA,1650649184,text-davinci:002,text-davinci-002,2022-04-22 19:39:47.960895,0.7,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used as a coaster for hot drinks
10,cmpl-4zrXsIbRn4NTwafnBiFtZpy7tUdHA,1650649184,text-davinci:002,text-davinci-002,2022-04-22 19:39:47.960895,0.7,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used to hold open a window or door
10,cmpl-4zrXsIbRn4NTwafnBiFtZpy7tUdHA,1650649184,text-davinci:002,text-davinci-002,2022-04-22 19:39:47.960895,0.7,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be
11,cmpl-4zrXwohDOcU3F1Hq56ynSVY02H2j0,1650649188,text-davinci:002,text-davinci-002,2022-04-22 19:39:52.669306,0.7,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,
11,cmpl-4zrXwohDOcU3F1Hq56ynSVY02H2j0,1650649188,text-davinci:002,text-davinci-002,2022-04-22 19:39:52.669306,0.7,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used as a doorstop
11,cmpl-4zrXwohDOcU3F1Hq56ynSVY02H2j0,1650649188,text-davinci:002,text-davinci-002,2022-04-22 19:39:52.669306,0.7,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used to start a fire in an emergency situation
11,cmpl-4zrXwohDOcU3F1Hq56ynSVY02H2j0,1650649188,text-davinci:002,text-davinci-002,2022-04-22 19:39:52.669306,0.7,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used as a coaster for your beverage
11,cmpl-4zrXwohDOcU3F1Hq56ynSVY02H2j0,1650649188,text-davinci:002,text-davinci-002,2022-04-22 19:39:52.669306,0.7,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used to level a table or surface
11,cmpl-4zrXwohDOcU3F1Hq56ynSVY02H2j0,1650649188,text-davinci:002,text-davinci-002,2022-04-22 19:39:52.669306,0.7,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used as decoration on a shelf or mantelpiece
11,cmpl-4zrXwohDOcU3F1Hq56ynSVY02H2j0,1650649188,text-davinci:002,text-davinci-002,2022-04-22 19:39:52.669306,0.7,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,
12,cmpl-4zrY03WpMeCA0AmJeADkzuTSPggZW,1650649192,text-davinci:002,text-davinci-002,2022-04-22 19:39:56.048163,0.7,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,
12,cmpl-4zrY03WpMeCA0AmJeADkzuTSPggZW,1650649192,text-davinci:002,text-davinci-002,2022-04-22 19:39:56.048163,0.7,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used as a doorstop
12,cmpl-4zrY03WpMeCA0AmJeADkzuTSPggZW,1650649192,text-davinci:002,text-davinci-002,2022-04-22 19:39:56.048163,0.7,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used to start a fire
12,cmpl-4zrY03WpMeCA0AmJeADkzuTSPggZW,1650649192,text-davinci:002,text-davinci-002,2022-04-22 19:39:56.048163,0.7,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used to prop up a table
12,cmpl-4zrY03WpMeCA0AmJeADkzuTSPggZW,1650649192,text-davinci:002,text-davinci-002,2022-04-22 19:39:56.048163,0.7,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used as a paperweight
12,cmpl-4zrY03WpMeCA0AmJeADkzuTSPggZW,1650649192,text-davinci:002,text-davinci-002,2022-04-22 19:39:56.048163,0.7,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used to hold open a window
12,cmpl-4zrY03WpMeCA0AmJeADkzuTSPggZW,1650649192,text-davinci:002,text-davinci-002,2022-04-22 19:39:56.048163,0.7,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used to make a paper
13,cmpl-4zrY43R3rQ3No2WeD92L3z2neSrOb,1650649196,text-davinci:002,text-davinci-002,2022-04-22 19:39:59.527918,0.71,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,
13,cmpl-4zrY43R3rQ3No2WeD92L3z2neSrOb,1650649196,text-davinci:002,text-davinci-002,2022-04-22 19:39:59.527918,0.71,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used as a doorstop
13,cmpl-4zrY43R3rQ3No2WeD92L3z2neSrOb,1650649196,text-davinci:002,text-davinci-002,2022-04-22 19:39:59.527918,0.71,1,1,What are some creative uses for a book? The goal is to come up with creative ideas which are ideas that strike people as clever unusual interesting uncommon humorous innovative or different. List 9 creative uses for a book.,book,A book can be used to level a table or shelf
