,id,item,response,response_id,object,respondent_id,temperature,eucl_item_resp,eucl_objc_resp,cos_dist_item_resp,cos_dist_objc_resp
28,29,chair,Use books as coasters for your drinks,2022040029,book,cmpl-4zrXajQqVizh2rVJ8hn6PxNaA8Q24,0.68,6.4208474,5.3794026,0.6110082268714905,0.4387955069541931
29,30,chair,Build a fort out of old books,2022040030,book,cmpl-4zrXajQqVizh2rVJ8hn6PxNaA8Q24,0.68,6.6063833,5.241545,0.6580468714237213,0.4085742235183716
30,31,chair,Donate books to your local library or hospital waiting room,2022040031,book,cmpl-4zrXajQqVizh2rVJ8hn6PxNaA8Q24,0.68,6.3013506,5.5438547,0.5767804384231567,0.47384917736053467
31,32,chair,Give a new twist to an old favorite by reading it in character voices,2022040032,book,cmpl-4zrXajQqVizh2rVJ8hn6PxNaA8Q24,0.68,6.477462,5.4989595,0.6363939344882965,0.46707648038864136
32,33,chair,doorstop,2022040033,book,cmpl-4zrXf5f89HctStj42UI8NCmMxujME,0.69,8.658492,8.365611,0.8548300415277481,0.8470857441425323
33,34,chair,start a fire,2022040034,book,cmpl-4zrXf5f89HctStj42UI8NCmMxujME,0.69,6.8712573,6.382291,0.6830549538135529,0.6391919851303101
34,35,chair,paperweight,2022040035,book,cmpl-4zrXf5f89HctStj42UI8NCmMxujME,0.69,8.695191,8.987339,0.8309639245271683,0.939968153834343
35,36,chair,prop up a wobbly table or chair,2022040036,book,cmpl-4zrXf5f89HctStj42UI8NCmMxujME,0.69,4.9792576,6.2698207,0.29071688652038574,0.652368813753128
36,37,chair,weapon (for self-defense or attack),2022040037,book,cmpl-4zrXf5f89HctStj42UI8NCmMxujME,0.69,6.8993454,6.2950587,0.7563609927892685,0.6767626404762268
37,38,chair,doorstop,2022040038,book,cmpl-4zrXkWn3QroeYera2G3vBEECCSUZR,0.69,8.658492,8.365611,0.8548300415277481,0.8470857441425323
38,39,chair,paperweight,2022040039,book,cmpl-4zrXkWn3QroeYera2G3vBEECCSUZR,0.69,8.695191,8.987339,0.8309639245271683,0.939968153834343
39,40,chair,prop up a wobbly table leg,2022040040,book,cmpl-4zrXkWn3QroeYera2G3vBEECCSUZR,0.69,5.6796308,6.4858894,0.43638283014297485,0.7006753981113434
40,41,chair,make a small shelf or ledge,2022040041,book,cmpl-4zrXkWn3QroeYera2G3vBEECCSUZR,0.69,6.259826,6.1466517,0.567357063293457,0.6150317788124084
41,42,chair,hold open a window or door,2022040042,book,cmpl-4zrXkWn3QroeYera2G3vBEECCSUZR,0.69,6.2202425,6.403056,0.5459323227405548,0.6542072892189026
42,43,chair,doorstop,2022040043,book,cmpl-4zrXnYW4L6EpsvEUL9J88oKsjzqy7,0.69,8.658492,8.365611,0.8548300415277481,0.8470857441425323
43,44,chair,level a table or shelf,2022040044,book,cmpl-4zrXnYW4L6EpsvEUL9J88oKsjzqy7,0.69,5.955741,6.136637,0.4932566285133362,0.6007437109947205
44,45,chair,paperweight,2022040045,book,cmpl-4zrXnYW4L6EpsvEUL9J88oKsjzqy7,0.69,8.695191,8.987339,0.8309639245271683,0.939968153834343
45,46,chair,make a impromptu stool or chair,2022040046,book,cmpl-4zrXnYW4L6EpsvEUL9J88oKsjzqy7,0.69,4.934053,6.2771516,0.28718632459640503,0.6467981338500977
46,47,chair,used in place of a cutting board when slicing vegetables or meat,2022040047,book,cmpl-4zrXnYW4L6EpsvEUL9J88oKsjzqy7,0.69,6.5074472,6.13525,0.6371698677539825,0.6232461631298065
47,48,chair,doorstop,2022040048,book,cmpl-4zrXsIbRn4NTwafnBiFtZpy7tUdHA,0.7,8.658492,8.365611,0.8548300415277481,0.8470857441425323
48,49,chair,keep a table level,2022040049,book,cmpl-4zrXsIbRn4NTwafnBiFtZpy7tUdHA,0.7,6.07203,6.183057,0.5169990360736847,0.6088219285011292
49,50,chair,make a paperweight,2022040050,book,cmpl-4zrXsIbRn4NTwafnBiFtZpy7tUdHA,0.7,6.5922794,6.271651,0.6460636854171753,0.6437024474143982
50,51,chair,coaster for hot drinks,2022040051,book,cmpl-4zrXsIbRn4NTwafnBiFtZpy7tUdHA,0.7,6.5918913,6.6349006,0.6291147172451019,0.7106904685497284
51,52,chair,hold open a window or door,2022040052,book,cmpl-4zrXsIbRn4NTwafnBiFtZpy7tUdHA,0.7,6.2202425,6.403056,0.5459323227405548,0.6542072892189026
52,53,chair,can be,2022040053,book,cmpl-4zrXsIbRn4NTwafnBiFtZpy7tUdHA,0.7,7.2209396,6.5230865,0.7279921770095825,0.6387168169021606
53,54,chair,doorstop,2022040054,book,cmpl-4zrXwohDOcU3F1Hq56ynSVY02H2j0,0.7,8.658492,8.365611,0.8548300415277481,0.8470857441425323
54,55,chair,start a fire in an emergency situation,2022040055,book,cmpl-4zrXwohDOcU3F1Hq56ynSVY02H2j0,0.7,6.6853485,6.2200613,0.6614158749580383,0.6233151853084564
55,56,chair,coaster for your beverage,2022040056,book,cmpl-4zrXwohDOcU3F1Hq56ynSVY02H2j0,0.7,6.511275,6.369084,0.6233019530773163,0.6640971302986145
56,57,chair,level a table or surface,2022040057,book,cmpl-4zrXwohDOcU3F1Hq56ynSVY02H2j0,0.7,6.292433,6.4520235,0.5619297325611115,0.6663890480995178
57,58,chair,used as decoration on a shelf or mantelpiece,2022040058,book,cmpl-4zrXwohDOcU3F1Hq56ynSVY02H2j0,0.7,6.085353,6.0278077,0.5333864986896515,0.6037500202655792
58,59,chair,doorstop,2022040059,book,cmpl-4zrY03WpMeCA0AmJeADkzuTSPggZW,0.7,8.658492,8.365611,0.8548300415277481,0.8470857441425323
59,60,chair,start a fire,2022040060,book,cmpl-4zrY03WpMeCA0AmJeADkzuTSPggZW,0.7,6.8712573,6.382291,0.6830549538135529,0.6391919851303101
60,61,chair,prop up a table,2022040061,book,cmpl-4zrY03WpMeCA0AmJeADkzuTSPggZW,0.7,5.8265743,6.24457,0.46736443042755127,0.6326891183853149
61,62,chair,paperweight,2022040062,book,cmpl-4zrY03WpMeCA0AmJeADkzuTSPggZW,0.7,8.695191,8.987339,0.8309639245271683,0.939968153834343
62,63,chair,hold open a window,2022040063,book,cmpl-4zrY03WpMeCA0AmJeADkzuTSPggZW,0.7,6.342192,6.4639,0.5684743821620941,0.6618037521839142
63,64,chair,make a paper,2022040064,book,cmpl-4zrY03WpMeCA0AmJeADkzuTSPggZW,0.7,6.588283,5.5902224,0.6148673593997955,0.46873414516448975
64,65,chair,doorstop,2022040065,book,cmpl-4zrY43R3rQ3No2WeD92L3z2neSrOb,0.71,8.658492,8.365611,0.8548300415277481,0.8470857441425323
65,66,chair,level a table or shelf,2022040066,book,cmpl-4zrY43R3rQ3No2WeD92L3z2neSrOb,0.71,5.955741,6.136637,0.4932566285133362,0.6007437109947205
66,67,chair,paperweight,2022040067,book,cmpl-4zrY43R3rQ3No2WeD92L3z2neSrOb,0.71,8.695191,8.987339,0.8309639245271683,0.939968153834343
67,68,chair,make a collage or scrapbook,2022040068,book,cmpl-4zrY43R3rQ3No2WeD92L3z2neSrOb,0.71,6.7808433,5.785234,0.6916413605213165,0.5267477035522461
68,69,chair,used as kindling for a fire,2022040069,book,cmpl-4zrY43R3rQ3No2WeD92L3z2neSrOb,0.71,6.572679,6.1503496,0.6525029838085175,0.6253933906555176
69,70,chair,can,2022040070,book,cmpl-4zrY43R3rQ3No2WeD92L3z2neSrOb,0.71,7.54756,6.7813983,0.7641006708145142,0.6614217162132263
70,71,chair,doorstop,2022040071,book,cmpl-4zrY7biIuR673z5KZea1gP4gUMbXw,0.71,8.658492,8.365611,0.8548300415277481,0.8470857441425323
71,72,chair,level a table or other surface,2022040072,book,cmpl-4zrY7biIuR673z5KZea1gP4gUMbXw,0.71,6.311865,6.3177576,0.5725840330123901,0.6453550457954407
72,73,chair,prop up a wobbly chair or couch,2022040073,book,cmpl-4zrY7biIuR673z5KZea1gP4gUMbXw,0.71,4.924946,6.3525615,0.2806212902069092,0.6733450293540955
73,74,chair,paperweight,2022040074,book,cmpl-4zrY7biIuR673z5KZea1gP4gUMbXw,0.71,8.695191,8.987339,0.8309639245271683,0.939968153834343
74,75,chair,door stop in an open doorway to help,2022040075,book,cmpl-4zrY7biIuR673z5KZea1gP4gUMbXw,0.71,6.36333,6.1844125,0.5901677906513214,0.6216603219509125
75,76,chair,doorstop,2022040076,book,cmpl-4zrYCltQ18NBmTUndQEolfNeRJhmu,0.71,8.658492,8.365611,0.8548300415277481,0.8470857441425323
76,77,chair,level a table or shelf,2022040077,book,cmpl-4zrYCltQ18NBmTUndQEolfNeRJhmu,0.71,5.955741,6.136637,0.4932566285133362,0.6007437109947205
77,78,chair,paperweight,2022040078,book,cmpl-4zrYCltQ18NBmTUndQEolfNeRJhmu,0.71,8.695191,8.987339,0.8309639245271683,0.939968153834343
78,79,chair,keep papers from blowing away in the wind,2022040079,book,cmpl-4zrYCltQ18NBmTUndQEolfNeRJhmu,0.71,6.5165024,6.0087533,0.6349035501480103,0.5865543484687805
79,80,chair,make a small step stool,2022040080,book,cmpl-4zrYCltQ18NBmTUndQEolfNeRJhmu,0.71,6.0258994,6.2737226,0.5089932680130005,0.6347817182540894
80,81,chair,book,2022040081,book,cmpl-4zrYCltQ18NBmTUndQEolfNeRJhmu,0.71,8.428878,0.0,0.7934102565050125,0.0
81,82,chair,doorstop,2022040082,book,cmpl-4zrYH49qGBQRZzNi4eQHpNxlQUABG,0.72,8.658492,8.365611,0.8548300415277481,0.8470857441425323
82,83,chair,prop up a wobbly table,2022040083,book,cmpl-4zrYH49qGBQRZzNi4eQHpNxlQUABG,0.72,5.738524,6.3651466,0.44915223121643066,0.6751552224159241
83,84,chair,make a paper airplane,2022040084,book,cmpl-4zrYH49qGBQRZzNi4eQHpNxlQUABG,0.72,6.365465,5.6250834,0.5811068117618561,0.4851955771446228
84,85,chair,used as kindling for a fire,2022040085,book,cmpl-4zrYH49qGBQRZzNi4eQHpNxlQUABG,0.72,6.572679,6.1503496,0.6525029838085175,0.6253933906555176
85,86,chair,absorb spilled liquid,2022040086,book,cmpl-4zrYH49qGBQRZzNi4eQHpNxlQUABG,0.72,7.8775954,7.816819,0.8359601646661758,0.8877019584178925
86,87,chair,collection of books,2022040087,book,cmpl-4zrYH49qGBQRZzNi4eQHpNxlQUABG,0.72,7.142381,4.61844,0.7178526222705841,0.2962881922721863
87,88,chair,door stop,2022040088,book,cmpl-4zrYM3srgr0AI600HuaSfbe20ECSu,0.72,6.8453045,7.1566772,0.617443174123764,0.7348901927471161
88,89,chair,level a table,2022040089,book,cmpl-4zrYM3srgr0AI600HuaSfbe20ECSu,0.72,6.0567083,6.4294972,0.5043961703777313,0.6445182859897614
89,90,chair,prop up a wobbly chair,2022040090,book,cmpl-4zrYM3srgr0AI600HuaSfbe20ECSu,0.72,4.979725,6.4441624,0.2944321632385254,0.691661536693573
90,91,chair,paperweight,2022040091,book,cmpl-4zrYM3srgr0AI600HuaSfbe20ECSu,0.72,8.695191,8.987339,0.8309639245271683,0.939968153834343
91,92,chair,make a small stool or side table,2022040092,book,cmpl-4zrYM3srgr0AI600HuaSfbe20ECSu,0.72,5.7818127,6.240978,0.45739978551864624,0.6290562450885773
92,93,chair,cut in half and the,2022040093,book,cmpl-4zrYM3srgr0AI600HuaSfbe20ECSu,0.72,6.608695,6.1221085,0.6508130729198456,0.607652485370636
93,94,chair,doorstop,2022040094,book,cmpl-4zrYSw9ZuzkGoOZpvQWkzfHkJCPVP,0.72,8.658492,8.365611,0.8548300415277481,0.8470857441425323
94,95,chair,level a table or chair,2022040095,book,cmpl-4zrYSw9ZuzkGoOZpvQWkzfHkJCPVP,0.72,4.9046626,6.291964,0.2916826009750366,0.630795955657959
95,96,chair,paperweight,2022040096,book,cmpl-4zrYSw9ZuzkGoOZpvQWkzfHkJCPVP,0.72,8.695191,8.987339,0.8309639245271683,0.939968153834343
96,97,chair,prop open a window,2022040097,book,cmpl-4zrYSw9ZuzkGoOZpvQWkzfHkJCPVP,0.72,6.4313164,6.55575,0.5954654216766357,0.6959790289402008
97,98,chair,coaster for a hot beverage,2022040098,book,cmpl-4zrYSw9ZuzkGoOZpvQWkzfHkJCPVP,0.72,6.4108553,6.37816,0.6039295792579651,0.6736717522144318
98,99,chair,used,2022040099,book,cmpl-4zrYSw9ZuzkGoOZpvQWkzfHkJCPVP,0.72,7.6076136,6.9448614,0.7691055983304977,0.6877390444278717
99,100,chair,doorstop,2022040100,book,cmpl-4zrYYESZQhEvKOpsl2Y3ne59QvPUs,0.73,8.658492,8.365611,0.8548300415277481,0.8470857441425323
100,101,chair,level a table or chair,2022040101,book,cmpl-4zrYYESZQhEvKOpsl2Y3ne59QvPUs,0.73,4.9046626,6.291964,0.2916826009750366,0.630795955657959
101,102,chair,paperweight,2022040102,book,cmpl-4zrYYESZQhEvKOpsl2Y3ne59QvPUs,0.73,8.695191,8.987339,0.8309639245271683,0.939968153834343
102,103,chair,prop up a wobbly leg on a piece of furniture,2022040103,book,cmpl-4zrYYESZQhEvKOpsl2Y3ne59QvPUs,0.73,5.7124505,5.9981785,0.44142019748687744,0.5927315354347229
103,104,chair,used as fuel for a fire,2022040104,book,cmpl-4zrYYESZQhEvKOpsl2Y3ne59QvPUs,0.73,6.6725235,6.2275376,0.665309876203537,0.6321024894714355
104,105,chair,door stop,2022040105,book,cmpl-4zrYcXgHic5zBGK8skxbt7IwK8Ok2,0.73,6.8453045,7.1566772,0.617443174123764,0.7348901927471161
105,106,chair,level a table or shelf,2022040106,book,cmpl-4zrYcXgHic5zBGK8skxbt7IwK8Ok2,0.73,5.955741,6.136637,0.4932566285133362,0.6007437109947205
106,107,chair,prop up a wobbly chair or table leg,2022040107,book,cmpl-4zrYcXgHic5zBGK8skxbt7IwK8Ok2,0.73,5.021946,6.3670263,0.3012145757675171,0.6740105152130127
107,108,chair,paperweight,2022040108,book,cmpl-4zrYcXgHic5zBGK8skxbt7IwK8Ok2,0.73,8.695191,8.987339,0.8309639245271683,0.939968153834343
108,109,chair,smash spiders or other bugs,2022040109,book,cmpl-4zrYcXgHic5zBGK8skxbt7IwK8Ok2,0.73,7.1678224,6.5729837,0.7823914736509323,0.7097488939762115
109,110,chair,doorstop,2022040110,book,cmpl-4zrYhuBnwno40N3NzfKumie34U6k8,0.73,8.658492,8.365611,0.8548300415277481,0.8470857441425323
110,111,chair,level a table or chair,2022040111,book,cmpl-4zrYhuBnwno40N3NzfKumie34U6k8,0.73,4.9046626,6.291964,0.2916826009750366,0.630795955657959
111,112,chair,paperweight,2022040112,book,cmpl-4zrYhuBnwno40N3NzfKumie34U6k8,0.73,8.695191,8.987339,0.8309639245271683,0.939968153834343
112,113,chair,prop up a wobbly table leg,2022040113,book,cmpl-4zrYhuBnwno40N3NzfKumie34U6k8,0.73,5.6796308,6.4858894,0.43638283014297485,0.7006753981113434
113,114,chair,used as kindling for a fire,2022040114,book,cmpl-4zrYhuBnwno40N3NzfKumie34U6k8,0.73,6.572679,6.1503496,0.6525029838085175,0.6253933906555176
114,115,chair,book,2022040115,book,cmpl-4zrYhuBnwno40N3NzfKumie34U6k8,0.73,8.428878,0.0,0.7934102565050125,0.0
115,116,chair,Make a book into a lampshade,2022040116,book,cmpl-4zrYkCsqHkasbROCFVWUUjNxTKWA5,0.74,6.3475437,5.0618777,0.589316189289093,0.37152940034866333
116,117,chair,clock by gluing numbers to the cover and attaching hands,2022040117,book,cmpl-4zrYkCsqHkasbROCFVWUUjNxTKWA5,0.74,6.3524227,6.018457,0.606981098651886,0.60528764128685
117,118,chair,Create a sculpture or collage by decoupaging old book pages onto an object,2022040118,book,cmpl-4zrYkCsqHkasbROCFVWUUjNxTKWA5,0.74,6.4333425,5.275967,0.6312863230705261,0.40966320037841797
118,119,chair,Make coasters out ofbook pages sealed with mod podge.,2022040119,book,cmpl-4zrYkCsqHkasbROCFVWUUjNxTKWA5,0.74,6.5306396,5.88493,0.6749602854251862,0.5755752325057983
119,120,chair,Fold the pages of an old book,2022040120,book,cmpl-4zrYkCsqHkasbROCFVWUUjNxTKWA5,0.74,6.543041,4.726596,0.6411667168140411,0.30307483673095703
120,121,chair,doorstop,2022040121,book,cmpl-4zrYpCuQ5hsc5BzfI4p1eiCINiTKw,0.74,8.658492,8.365611,0.8548300415277481,0.8470857441425323
121,122,chair,level a table or shelf,2022040122,book,cmpl-4zrYpCuQ5hsc5BzfI4p1eiCINiTKw,0.74,5.955741,6.136637,0.4932566285133362,0.6007437109947205
122,123,chair,paperweight,2022040123,book,cmpl-4zrYpCuQ5hsc5BzfI4p1eiCINiTKw,0.74,8.695191,8.987339,0.8309639245271683,0.939968153834343
123,124,chair,make a collage or sculpture,2022040124,book,cmpl-4zrYpCuQ5hsc5BzfI4p1eiCINiTKw,0.74,6.500143,5.948086,0.6232795715332031,0.5652155578136444
124,125,chair,used as fuel for a fire,2022040125,book,cmpl-4zrYpCuQ5hsc5BzfI4p1eiCINiTKw,0.74,6.6725235,6.2275376,0.665309876203537,0.6321024894714355
125,126,chair,used,2022040126,book,cmpl-4zrYpCuQ5hsc5BzfI4p1eiCINiTKw,0.74,7.6076136,6.9448614,0.7691055983304977,0.6877390444278717
126,127,chair,door stop,2022040127,book,cmpl-4zrYsthVkMmBWLB5euet6UOY3DuCE,0.74,6.8453045,7.1566772,0.617443174123764,0.7348901927471161
127,128,chair,balance a wobbly table,2022040128,book,cmpl-4zrYsthVkMmBWLB5euet6UOY3DuCE,0.74,5.8628755,6.5117373,0.47351717948913574,0.6901000738143921
128,129,chair,paperweight,2022040129,book,cmpl-4zrYsthVkMmBWLB5euet6UOY3DuCE,0.74,8.695191,8.987339,0.8309639245271683,0.939968153834343
129,130,chair,prop up a wonky picture frame,2022040130,book,cmpl-4zrYsthVkMmBWLB5euet6UOY3DuCE,0.74,6.2329483,6.27012,0.565917581319809,0.6558894515037537
130,131,chair,make a small stool more comfortable,2022040131,book,cmpl-4zrYsthVkMmBWLB5euet6UOY3DuCE,0.74,6.0103593,6.2072244,0.5057060718536377,0.6191734075546265
131,132,chair,A,2022040132,book,cmpl-4zrYsthVkMmBWLB5euet6UOY3DuCE,0.74,7.2753134,6.775876,0.6915923357009888,0.6450566947460175
132,133,chair,doorstop,2022040133,book,cmpl-4zrYvKNbYe9QLba3L9kPiyeRSNAdt,0.75,8.658492,8.365611,0.8548300415277481,0.8470857441425323
133,134,chair,prop up a wobbly table,2022040134,book,cmpl-4zrYvKNbYe9QLba3L9kPiyeRSNAdt,0.75,5.738524,6.3651466,0.44915223121643066,0.6751552224159241
134,135,chair,coaster for your cold beverage,2022040135,book,cmpl-4zrYvKNbYe9QLba3L9kPiyeRSNAdt,0.75,6.514603,6.432995,0.6239089965820312,0.6797833740711212
135,136,chair,hold open a window,2022040136,book,cmpl-4zrYvKNbYe9QLba3L9kPiyeRSNAdt,0.75,6.342192,6.4639,0.5684743821620941,0.6618037521839142
136,137,chair,can serve as a paperweight on your desk,2022040137,book,cmpl-4zrYvKNbYe9QLba3L9kPiyeRSNAdt,0.75,5.9626336,5.9059963,0.5017028748989105,0.5673915147781372
137,138,chair,You,2022040138,book,cmpl-4zrYvKNbYe9QLba3L9kPiyeRSNAdt,0.75,7.5698285,6.435492,0.7622866183519363,0.5879759192466736
138,139,chair,Make a book into a clock by attaching clock hands to the cover,2022040139,book,cmpl-4zrYzrBuvP3imgFgz5iKgDWoCMvF2,0.75,6.2480297,5.536558,0.5726737976074219,0.47579318284988403
139,140,chair,secret hiding place by cutting out a square hole in the center of the pages,2022040140,book,cmpl-4zrYzrBuvP3imgFgz5iKgDWoCMvF2,0.75,6.466875,5.7616835,0.6329024136066437,0.5324531495571136
140,141,chair,Use an old book as decoration by stacking it on top of other books or placing it in an empty frame,2022040141,book,cmpl-4zrYzrBuvP3imgFgz5iKgDWoCMvF2,0.75,6.21401,5.4022307,0.5676466524600983,0.4430462718009949
141,142,chair,Repurpose a hardcover book into a photo,2022040142,book,cmpl-4zrYzrBuvP3imgFgz5iKgDWoCMvF2,0.75,6.606635,4.6715727,0.6622540056705475,0.2890000343322754
142,143,chair,doorstop,2022040143,book,cmpl-4zrZ42wRutcDFNibsKTG97iSLThCM,0.75,8.658492,8.365611,0.8548300415277481,0.8470857441425323
143,144,chair,level a table,2022040144,book,cmpl-4zrZ42wRutcDFNibsKTG97iSLThCM,0.75,6.0567083,6.4294972,0.5043961703777313,0.6445182859897614
144,145,chair,prop up a wobbly chair,2022040145,book,cmpl-4zrZ42wRutcDFNibsKTG97iSLThCM,0.75,4.979725,6.4441624,0.2944321632385254,0.691661536693573
145,146,chair,paperweight,2022040146,book,cmpl-4zrZ42wRutcDFNibsKTG97iSLThCM,0.75,8.695191,8.987339,0.8309639245271683,0.939968153834343
146,147,chair,make a papier-mâché mask or sculpture,2022040147,book,cmpl-4zrZ42wRutcDFNibsKTG97iSLThCM,0.75,6.524104,6.3468876,0.6597041487693787,0.7060678005218506
147,148,chair,doorstop,2022040148,book,cmpl-4zrZ6iqXWuJnn7X7Ou7Up61L217rn,0.76,8.658492,8.365611,0.8548300415277481,0.8470857441425323
148,149,chair,start a fire,2022040149,book,cmpl-4zrZ6iqXWuJnn7X7Ou7Up61L217rn,0.76,6.8712573,6.382291,0.6830549538135529,0.6391919851303101
149,150,chair,coaster for your drink,2022040150,book,cmpl-4zrZ6iqXWuJnn7X7Ou7Up61L217rn,0.76,6.5300198,6.301846,0.6213942766189575,0.6394250392913818
150,151,chair,prop up a table or shelf,2022040151,book,cmpl-4zrZ6iqXWuJnn7X7Ou7Up61L217rn,0.76,5.79771,6.0392675,0.4623323678970337,0.5924959778785706
151,152,chair,cut up and made into paper airplanes or origami shapes,2022040152,book,cmpl-4zrZ6iqXWuJnn7X7Ou7Up61L217rn,0.76,6.3164506,5.8847837,0.5877711772918701,0.5591095387935638
152,153,chair,doorstop,2022040153,book,cmpl-4zrZAUmJ0wliAvLrrK2j6rzVmvpKC,0.76,8.658492,8.365611,0.8548300415277481,0.8470857441425323
153,154,chair,level a table or piece of furniture,2022040154,book,cmpl-4zrZAUmJ0wliAvLrrK2j6rzVmvpKC,0.76,5.705519,5.9626365,0.44188523292541504,0.5682180523872375
154,155,chair,paperweight,2022040155,book,cmpl-4zrZAUmJ0wliAvLrrK2j6rzVmvpKC,0.76,8.695191,8.987339,0.8309639245271683,0.939968153834343
155,156,chair,decorate a room or shelf,2022040156,book,cmpl-4zrZAUmJ0wliAvLrrK2j6rzVmvpKC,0.76,5.9744124,6.1410007,0.49734920263290405,0.6020321846008301
156,157,chair,used as part of a centerpieces for a party or event,2022040157,book,cmpl-4zrZAUmJ0wliAvLrrK2j6rzVmvpKC,0.76,6.3929644,5.9347253,0.608930379152298,0.5732599496841431
